"continent","location","date","population","new_vaccinations"
"Asia","Afghanistan","10/8/21","41128772",NULL
"Asia","Afghanistan","10/8/22","41128772",NULL
"Asia","Afghanistan","10/8/23","41128772",NULL
"Asia","Afghanistan","10/9/20","41128772",NULL
"Asia","Afghanistan","10/9/21","41128772",NULL
"Asia","Afghanistan","10/9/22","41128772",NULL
"Asia","Afghanistan","10/9/23","41128772",NULL
"Asia","Afghanistan","11/1/20","41128772",NULL
"Asia","Afghanistan","11/1/21","41128772",NULL
"Asia","Afghanistan","11/1/22","41128772",NULL
"Asia","Afghanistan","11/1/23","41128772",NULL
"Asia","Afghanistan","11/10/20","41128772",NULL
"Asia","Afghanistan","11/10/21","41128772",NULL
"Asia","Afghanistan","11/10/22","41128772",NULL
"Asia","Afghanistan","11/10/23","41128772",NULL
"Asia","Afghanistan","11/11/20","41128772",NULL
"Asia","Afghanistan","11/11/21","41128772",NULL
"Asia","Afghanistan","11/11/22","41128772",NULL
"Asia","Afghanistan","11/11/23","41128772",NULL
"Asia","Afghanistan","11/12/20","41128772",NULL
"Asia","Afghanistan","11/12/21","41128772",NULL
"Asia","Afghanistan","11/12/22","41128772",NULL
"Asia","Afghanistan","11/12/23","41128772",NULL
"Asia","Afghanistan","11/13/20","41128772",NULL
"Asia","Afghanistan","11/13/21","41128772",NULL
"Asia","Afghanistan","11/13/22","41128772",NULL
"Asia","Afghanistan","11/13/23","41128772",NULL
"Asia","Afghanistan","11/14/20","41128772",NULL
"Asia","Afghanistan","11/14/21","41128772",NULL
"Asia","Afghanistan","11/14/22","41128772",NULL
"Asia","Afghanistan","11/14/23","41128772",NULL
"Asia","Afghanistan","11/15/20","41128772",NULL
"Asia","Afghanistan","11/15/21","41128772",NULL
"Asia","Afghanistan","11/15/22","41128772",NULL
"Asia","Afghanistan","11/15/23","41128772",NULL
"Asia","Afghanistan","11/16/20","41128772",NULL
"Asia","Afghanistan","11/16/21","41128772",NULL
"Asia","Afghanistan","11/16/22","41128772","14800"
"Asia","Afghanistan","11/16/23","41128772",NULL
"Asia","Afghanistan","11/17/20","41128772",NULL
"Asia","Afghanistan","11/17/21","41128772",NULL
"Asia","Afghanistan","11/17/22","41128772",NULL
"Asia","Afghanistan","11/17/23","41128772",NULL
"Asia","Afghanistan","11/18/20","41128772",NULL
"Asia","Afghanistan","11/18/21","41128772",NULL
"Asia","Afghanistan","11/18/22","41128772",NULL
"Asia","Afghanistan","11/18/23","41128772",NULL
"Asia","Afghanistan","11/19/20","41128772",NULL
"Asia","Afghanistan","11/19/21","41128772",NULL
"Asia","Afghanistan","11/19/22","41128772",NULL
"Asia","Afghanistan","11/19/23","41128772",NULL
"Asia","Afghanistan","11/2/20","41128772",NULL
"Asia","Afghanistan","11/2/21","41128772",NULL
"Asia","Afghanistan","11/2/22","41128772","36587"
"Asia","Afghanistan","11/2/23","41128772",NULL
"Asia","Afghanistan","11/20/20","41128772",NULL
"Asia","Afghanistan","11/20/21","41128772",NULL
