"continent","location","date","population","new_vaccinations"
"Europe","Estonia","4/7/22","1326064","452"
"Europe","Estonia","4/7/23","1326064","4"
"Europe","Estonia","4/7/24","1326064",NULL
"Europe","Estonia","4/8/20","1326064",NULL
"Europe","Estonia","4/8/21","1326064","12897"
"Europe","Estonia","4/8/22","1326064","543"
"Europe","Estonia","4/8/23","1326064","12"
"Europe","Estonia","4/8/24","1326064",NULL
"Europe","Estonia","4/9/20","1326064",NULL
"Europe","Estonia","4/9/21","1326064","10636"
"Europe","Estonia","4/9/22","1326064","243"
"Europe","Estonia","4/9/23","1326064","1"
"Europe","Estonia","4/9/24","1326064","9"
"Europe","Estonia","5/1/20","1326064",NULL
"Europe","Estonia","5/1/21","1326064","3015"
"Europe","Estonia","5/1/22","1326064","85"
"Europe","Estonia","5/1/23","1326064","3"
"Europe","Estonia","5/1/24","1326064",NULL
"Europe","Estonia","5/10/20","1326064",NULL
"Europe","Estonia","5/10/21","1326064","4316"
"Europe","Estonia","5/10/22","1326064","351"
"Europe","Estonia","5/10/23","1326064","22"
"Europe","Estonia","5/10/24","1326064","8"
"Europe","Estonia","5/11/20","1326064",NULL
"Europe","Estonia","5/11/21","1326064","6197"
"Europe","Estonia","5/11/22","1326064","314"
"Europe","Estonia","5/11/23","1326064","27"
"Europe","Estonia","5/11/24","1326064","1"
"Europe","Estonia","5/12/20","1326064",NULL
"Europe","Estonia","5/12/21","1326064","10112"
"Europe","Estonia","5/12/22","1326064","325"
"Europe","Estonia","5/12/23","1326064","29"
"Europe","Estonia","5/12/24","1326064",NULL
"Europe","Estonia","5/13/20","1326064",NULL
"Europe","Estonia","5/13/21","1326064","12925"
"Europe","Estonia","5/13/22","1326064","307"
"Europe","Estonia","5/13/23","1326064","4"
"Europe","Estonia","5/13/24","1326064",NULL
"Europe","Estonia","5/14/20","1326064",NULL
"Europe","Estonia","5/14/21","1326064","8766"
"Europe","Estonia","5/14/22","1326064","113"
"Europe","Estonia","5/14/23","1326064",NULL
"Europe","Estonia","5/14/24","1326064","3"
"Europe","Estonia","5/15/20","1326064",NULL
"Europe","Estonia","5/15/21","1326064","3453"
"Europe","Estonia","5/15/22","1326064","83"
"Europe","Estonia","5/15/23","1326064",NULL
"Europe","Estonia","5/15/24","1326064","6"
"Europe","Estonia","5/16/20","1326064",NULL
"Europe","Estonia","5/16/21","1326064","963"
"Europe","Estonia","5/16/22","1326064","245"
"Europe","Estonia","5/16/23","1326064","9"
"Europe","Estonia","5/16/24","1326064","3"
"Europe","Estonia","5/17/20","1326064",NULL
"Europe","Estonia","5/17/21","1326064","6940"
"Europe","Estonia","5/17/22","1326064","230"
"Europe","Estonia","5/17/23","1326064","44"
"Europe","Estonia","5/17/24","1326064","1"
"Europe","Estonia","5/18/20","1326064",NULL
"Europe","Estonia","5/18/21","1326064","7912"
"Europe","Estonia","5/18/22","1326064","265"
"Europe","Estonia","5/18/23","1326064","11"
"Europe","Estonia","5/18/24","1326064","1"
"Europe","Estonia","5/19/20","1326064",NULL
"Europe","Estonia","5/19/21","1326064","8975"
"Europe","Estonia","5/19/22","1326064","210"
"Europe","Estonia","5/19/23","1326064","11"
"Europe","Estonia","5/19/24","1326064","1"
"Europe","Estonia","5/2/20","1326064",NULL
"Europe","Estonia","5/2/21","1326064","2442"
"Europe","Estonia","5/2/22","1326064","330"
"Europe","Estonia","5/2/23","1326064","20"
"Europe","Estonia","5/2/24","1326064",NULL
"Europe","Estonia","5/20/20","1326064",NULL
"Europe","Estonia","5/20/21","1326064","14704"
"Europe","Estonia","5/20/22","1326064","326"
"Europe","Estonia","5/20/23","1326064","4"
"Europe","Estonia","5/20/24","1326064","2"
"Europe","Estonia","5/21/20","1326064",NULL
"Europe","Estonia","5/21/21","1326064","14280"
"Europe","Estonia","5/21/22","1326064","142"
"Europe","Estonia","5/21/23","1326064",NULL
"Europe","Estonia","5/21/24","1326064","1"
"Europe","Estonia","5/22/20","1326064",NULL
"Europe","Estonia","5/22/21","1326064","4861"
"Europe","Estonia","5/22/22","1326064","81"
"Europe","Estonia","5/22/23","1326064",NULL
"Europe","Estonia","5/22/24","1326064","4"
"Europe","Estonia","5/23/20","1326064",NULL
"Europe","Estonia","5/23/21","1326064","3728"
"Europe","Estonia","5/23/22","1326064","276"
"Europe","Estonia","5/23/23","1326064","16"
"Europe","Estonia","5/23/24","1326064","9"
"Europe","Estonia","5/24/20","1326064",NULL
"Europe","Estonia","5/24/21","1326064","5498"
"Europe","Estonia","5/24/22","1326064","248"
"Europe","Estonia","5/24/23","1326064","8"
"Europe","Estonia","5/24/24","1326064","3"
"Europe","Estonia","5/25/20","1326064",NULL
"Europe","Estonia","5/25/21","1326064","7011"
"Europe","Estonia","5/25/22","1326064","239"
"Europe","Estonia","5/25/23","1326064","17"
"Europe","Estonia","5/25/24","1326064","2"
"Europe","Estonia","5/26/20","1326064",NULL
"Europe","Estonia","5/26/21","1326064","11408"
"Europe","Estonia","5/26/22","1326064","224"
"Europe","Estonia","5/26/23","1326064","19"
"Europe","Estonia","5/26/24","1326064","1"
"Europe","Estonia","5/27/20","1326064",NULL
"Europe","Estonia","5/27/21","1326064","16158"
"Europe","Estonia","5/27/22","1326064","318"
"Europe","Estonia","5/27/23","1326064","7"
"Europe","Estonia","5/27/24","1326064","3"
"Europe","Estonia","5/28/20","1326064",NULL
"Europe","Estonia","5/28/21","1326064","12489"
"Europe","Estonia","5/28/22","1326064","119"
"Europe","Estonia","5/28/23","1326064","1"
"Europe","Estonia","5/28/24","1326064","9"
"Europe","Estonia","5/29/20","1326064",NULL
"Europe","Estonia","5/29/21","1326064","5207"
"Europe","Estonia","5/29/22","1326064","65"
"Europe","Estonia","5/29/23","1326064","16"
"Europe","Estonia","5/29/24","1326064","6"
"Europe","Estonia","5/3/20","1326064",NULL
"Europe","Estonia","5/3/21","1326064","5740"
"Europe","Estonia","5/3/22","1326064","324"
"Europe","Estonia","5/3/23","1326064","20"
"Europe","Estonia","5/3/24","1326064","2"
"Europe","Estonia","5/30/20","1326064",NULL
"Europe","Estonia","5/30/21","1326064","4537"
"Europe","Estonia","5/30/22","1326064","235"
"Europe","Estonia","5/30/23","1326064","10"
"Europe","Estonia","5/30/24","1326064","7"
"Europe","Estonia","5/31/20","1326064",NULL
"Europe","Estonia","5/31/21","1326064","3716"
"Europe","Estonia","5/31/22","1326064","246"
"Europe","Estonia","5/31/23","1326064","20"
"Europe","Estonia","5/31/24","1326064","5"
"Europe","Estonia","5/4/20","1326064",NULL
"Europe","Estonia","5/4/21","1326064","8693"
"Europe","Estonia","5/4/22","1326064","342"
"Europe","Estonia","5/4/23","1326064","31"
"Europe","Estonia","5/4/24","1326064",NULL
"Europe","Estonia","5/5/20","1326064",NULL
"Europe","Estonia","5/5/21","1326064","13095"
"Europe","Estonia","5/5/22","1326064","326"
"Europe","Estonia","5/5/23","1326064","21"
"Europe","Estonia","5/5/24","1326064",NULL
"Europe","Estonia","5/6/20","1326064",NULL
"Europe","Estonia","5/6/21","1326064","17557"
"Europe","Estonia","5/6/22","1326064","365"
"Europe","Estonia","5/6/23","1326064","4"
"Europe","Estonia","5/6/24","1326064",NULL
"Europe","Estonia","5/7/20","1326064",NULL
"Europe","Estonia","5/7/21","1326064","13758"
"Europe","Estonia","5/7/22","1326064","129"
"Europe","Estonia","5/7/23","1326064",NULL
"Europe","Estonia","5/7/24","1326064","11"
"Europe","Estonia","5/8/20","1326064",NULL
"Europe","Estonia","5/8/21","1326064","5506"
"Europe","Estonia","5/8/22","1326064","52"
"Europe","Estonia","5/8/23","1326064",NULL
"Europe","Estonia","5/8/24","1326064","8"
"Europe","Estonia","5/9/20","1326064",NULL
"Europe","Estonia","5/9/21","1326064","3196"
"Europe","Estonia","5/9/22","1326064","283"
"Europe","Estonia","5/9/23","1326064","15"
"Europe","Estonia","5/9/24","1326064","4"
"Europe","Estonia","6/1/20","1326064",NULL
"Europe","Estonia","6/1/21","1326064","8568"
"Europe","Estonia","6/1/22","1326064","210"
"Europe","Estonia","6/1/23","1326064","11"
"Europe","Estonia","6/1/24","1326064",NULL
"Europe","Estonia","6/10/20","1326064",NULL
"Europe","Estonia","6/10/21","1326064","14924"
"Europe","Estonia","6/10/22","1326064","224"
"Europe","Estonia","6/10/23","1326064","6"
"Europe","Estonia","6/10/24","1326064",NULL
"Europe","Estonia","6/11/20","1326064",NULL
"Europe","Estonia","6/11/21","1326064","11868"
"Europe","Estonia","6/11/22","1326064","79"
"Europe","Estonia","6/11/23","1326064",NULL
"Europe","Estonia","6/11/24","1326064","6"
"Europe","Estonia","6/12/20","1326064",NULL
"Europe","Estonia","6/12/21","1326064","6832"
"Europe","Estonia","6/12/22","1326064","39"
"Europe","Estonia","6/12/23","1326064",NULL
"Europe","Estonia","6/12/24","1326064","2"
"Europe","Estonia","6/13/20","1326064",NULL
"Europe","Estonia","6/13/21","1326064","4577"
"Europe","Estonia","6/13/22","1326064","180"
"Europe","Estonia","6/13/23","1326064","14"
"Europe","Estonia","6/13/24","1326064","6"
"Europe","Estonia","6/14/20","1326064",NULL
"Europe","Estonia","6/14/21","1326064","7761"
"Europe","Estonia","6/14/22","1326064","176"
"Europe","Estonia","6/14/23","1326064","6"
"Europe","Estonia","6/14/24","1326064","15"
"Europe","Estonia","6/15/20","1326064",NULL
"Europe","Estonia","6/15/21","1326064","10552"
"Europe","Estonia","6/15/22","1326064","229"
"Europe","Estonia","6/15/23","1326064","7"
"Europe","Estonia","6/15/24","1326064","1"
"Europe","Estonia","6/16/20","1326064",NULL
"Europe","Estonia","6/16/21","1326064","13240"
"Europe","Estonia","6/16/22","1326064","182"
"Europe","Estonia","6/16/23","1326064","13"
"Europe","Estonia","6/16/24","1326064",NULL
"Europe","Estonia","6/17/20","1326064",NULL
"Europe","Estonia","6/17/21","1326064","14121"
"Europe","Estonia","6/17/22","1326064","176"
"Europe","Estonia","6/17/23","1326064",NULL
"Europe","Estonia","6/17/24","1326064",NULL
"Europe","Estonia","6/18/20","1326064",NULL
"Europe","Estonia","6/18/21","1326064","14042"
"Europe","Estonia","6/18/22","1326064","84"
"Europe","Estonia","6/18/23","1326064",NULL
"Europe","Estonia","6/18/24","1326064","9"
"Europe","Estonia","6/19/20","1326064",NULL
"Europe","Estonia","6/19/21","1326064","6259"
"Europe","Estonia","6/19/22","1326064","74"
"Europe","Estonia","6/19/23","1326064",NULL
"Europe","Estonia","6/19/24","1326064","5"
"Europe","Estonia","6/2/20","1326064",NULL
"Europe","Estonia","6/2/21","1326064","10975"
"Europe","Estonia","6/2/22","1326064","223"
"Europe","Estonia","6/2/23","1326064","11"
"Europe","Estonia","6/2/24","1326064",NULL
"Europe","Estonia","6/20/20","1326064",NULL
"Europe","Estonia","6/20/21","1326064","4041"
"Europe","Estonia","6/20/22","1326064","180"
"Europe","Estonia","6/20/23","1326064","5"
"Europe","Estonia","6/20/24","1326064","3"
"Europe","Estonia","6/21/20","1326064",NULL
"Europe","Estonia","6/21/21","1326064","8623"
"Europe","Estonia","6/21/22","1326064","170"
"Europe","Estonia","6/21/23","1326064","4"
"Europe","Estonia","6/21/24","1326064","7"
"Europe","Estonia","6/22/20","1326064",NULL
"Europe","Estonia","6/22/21","1326064","5860"
"Europe","Estonia","6/22/22","1326064","157"
"Europe","Estonia","6/22/23","1326064","5"
"Europe","Estonia","6/22/24","1326064",NULL
"Europe","Estonia","6/23/20","1326064",NULL
"Europe","Estonia","6/23/21","1326064","126"
"Europe","Estonia","6/23/22","1326064","16"
"Europe","Estonia","6/23/23","1326064","2"
"Europe","Estonia","6/23/24","1326064",NULL
"Europe","Estonia","6/24/20","1326064",NULL
"Europe","Estonia","6/24/21","1326064","176"
"Europe","Estonia","6/24/22","1326064","16"
"Europe","Estonia","6/24/23","1326064",NULL
"Europe","Estonia","6/24/24","1326064",NULL
"Europe","Estonia","6/25/20","1326064",NULL
"Europe","Estonia","6/25/21","1326064","7643"
"Europe","Estonia","6/25/22","1326064","38"
"Europe","Estonia","6/25/23","1326064",NULL
"Europe","Estonia","6/25/24","1326064","4"
"Europe","Estonia","6/26/20","1326064",NULL
"Europe","Estonia","6/26/21","1326064","4454"
"Europe","Estonia","6/26/22","1326064","14"
"Europe","Estonia","6/26/23","1326064",NULL
"Europe","Estonia","6/26/24","1326064","5"
"Europe","Estonia","6/27/20","1326064",NULL
"Europe","Estonia","6/27/21","1326064","4425"
"Europe","Estonia","6/27/22","1326064","147"
"Europe","Estonia","6/27/23","1326064","5"
"Europe","Estonia","6/27/24","1326064","5"
"Europe","Estonia","6/28/20","1326064",NULL
"Europe","Estonia","6/28/21","1326064","7480"
"Europe","Estonia","6/28/22","1326064","144"
"Europe","Estonia","6/28/23","1326064","9"
"Europe","Estonia","6/28/24","1326064","4"
"Europe","Estonia","6/29/20","1326064",NULL
"Europe","Estonia","6/29/21","1326064","8407"
"Europe","Estonia","6/29/22","1326064","140"
"Europe","Estonia","6/29/23","1326064","10"
"Europe","Estonia","6/29/24","1326064",NULL
"Europe","Estonia","6/3/20","1326064",NULL
"Europe","Estonia","6/3/21","1326064","14009"
"Europe","Estonia","6/3/22","1326064","205"
"Europe","Estonia","6/3/23","1326064","4"
"Europe","Estonia","6/3/24","1326064",NULL
"Europe","Estonia","6/30/20","1326064",NULL
"Europe","Estonia","6/30/21","1326064","8860"
"Europe","Estonia","6/30/22","1326064","159"
"Europe","Estonia","6/30/23","1326064","6"
"Europe","Estonia","6/30/24","1326064",NULL
"Europe","Estonia","6/4/20","1326064",NULL
"Europe","Estonia","6/4/21","1326064","11631"
"Europe","Estonia","6/4/22","1326064","84"
"Europe","Estonia","6/4/23","1326064","1"
"Europe","Estonia","6/4/24","1326064","5"
"Europe","Estonia","6/5/20","1326064",NULL
"Europe","Estonia","6/5/21","1326064","5203"
"Europe","Estonia","6/5/22","1326064","46"
"Europe","Estonia","6/5/23","1326064","20"
"Europe","Estonia","6/5/24","1326064","4"
"Europe","Estonia","6/6/20","1326064",NULL
"Europe","Estonia","6/6/21","1326064","5216"
"Europe","Estonia","6/6/22","1326064","175"
"Europe","Estonia","6/6/23","1326064","10"
"Europe","Estonia","6/6/24","1326064","6"
"Europe","Estonia","6/7/20","1326064",NULL
"Europe","Estonia","6/7/21","1326064","6281"
"Europe","Estonia","6/7/22","1326064","149"
"Europe","Estonia","6/7/23","1326064","14"
"Europe","Estonia","6/7/24","1326064","10"
"Europe","Estonia","6/8/20","1326064",NULL
"Europe","Estonia","6/8/21","1326064","9572"
"Europe","Estonia","6/8/22","1326064","201"
"Europe","Estonia","6/8/23","1326064","13"
"Europe","Estonia","6/8/24","1326064","4"
"Europe","Estonia","6/9/20","1326064",NULL
"Europe","Estonia","6/9/21","1326064","13465"
"Europe","Estonia","6/9/22","1326064","196"
"Europe","Estonia","6/9/23","1326064","5"
"Europe","Estonia","6/9/24","1326064",NULL
"Europe","Estonia","7/1/20","1326064",NULL
"Europe","Estonia","7/1/21","1326064","7385"
"Europe","Estonia","7/1/22","1326064","140"
"Europe","Estonia","7/1/23","1326064",NULL
"Europe","Estonia","7/1/24","1326064",NULL
"Europe","Estonia","7/10/20","1326064",NULL
"Europe","Estonia","7/10/21","1326064","3274"
"Europe","Estonia","7/10/22","1326064","37"
"Europe","Estonia","7/10/23","1326064",NULL
"Europe","Estonia","7/11/20","1326064",NULL
"Europe","Estonia","7/11/21","1326064","4747"
"Europe","Estonia","7/11/22","1326064","214"
"Europe","Estonia","7/11/23","1326064","3"
"Europe","Estonia","7/12/20","1326064",NULL
"Europe","Estonia","7/12/21","1326064","4462"
"Europe","Estonia","7/12/22","1326064","227"
"Europe","Estonia","7/12/23","1326064","7"
"Europe","Estonia","7/13/20","1326064",NULL
"Europe","Estonia","7/13/21","1326064","6642"
"Europe","Estonia","7/13/22","1326064","199"
"Europe","Estonia","7/13/23","1326064","3"
"Europe","Estonia","7/14/20","1326064",NULL
"Europe","Estonia","7/14/21","1326064","7134"
"Europe","Estonia","7/14/22","1326064","233"
"Europe","Estonia","7/14/23","1326064","6"
"Europe","Estonia","7/15/20","1326064",NULL
"Europe","Estonia","7/15/21","1326064","7500"
"Europe","Estonia","7/15/22","1326064","315"
"Europe","Estonia","7/15/23","1326064","8"
"Europe","Estonia","7/16/20","1326064",NULL
"Europe","Estonia","7/16/21","1326064","4993"
"Europe","Estonia","7/16/22","1326064","81"
"Europe","Estonia","7/16/23","1326064","2"
"Europe","Estonia","7/17/20","1326064",NULL
"Europe","Estonia","7/17/21","1326064","1878"
"Europe","Estonia","7/17/22","1326064","45"
"Europe","Estonia","7/17/23","1326064","7"
"Europe","Estonia","7/18/20","1326064",NULL
"Europe","Estonia","7/18/21","1326064","4337"
"Europe","Estonia","7/18/22","1326064","407"
"Europe","Estonia","7/18/23","1326064","2"
"Europe","Estonia","7/19/20","1326064",NULL
"Europe","Estonia","7/19/21","1326064","5843"
"Europe","Estonia","7/19/22","1326064","458"
"Europe","Estonia","7/19/23","1326064","6"
"Europe","Estonia","7/2/20","1326064",NULL
"Europe","Estonia","7/2/21","1326064","7402"
"Europe","Estonia","7/2/22","1326064","44"
"Europe","Estonia","7/2/23","1326064",NULL
"Europe","Estonia","7/2/24","1326064","3"
"Europe","Estonia","7/20/20","1326064",NULL
"Europe","Estonia","7/20/21","1326064","8159"
"Europe","Estonia","7/20/22","1326064","459"
"Europe","Estonia","7/20/23","1326064","5"
"Europe","Estonia","7/21/20","1326064",NULL
"Europe","Estonia","7/21/21","1326064","6902"
"Europe","Estonia","7/21/22","1326064","547"
"Europe","Estonia","7/21/23","1326064","4"
"Europe","Estonia","7/22/20","1326064",NULL
"Europe","Estonia","7/22/21","1326064","7747"
"Europe","Estonia","7/22/22","1326064","508"
"Europe","Estonia","7/22/23","1326064","2"
"Europe","Estonia","7/23/20","1326064",NULL
"Europe","Estonia","7/23/21","1326064","7423"
"Europe","Estonia","7/23/22","1326064","126"
"Europe","Estonia","7/23/23","1326064","1"
"Europe","Estonia","7/24/20","1326064",NULL
"Europe","Estonia","7/24/21","1326064","3343"
"Europe","Estonia","7/24/22","1326064","103"
"Europe","Estonia","7/24/23","1326064","2"
"Europe","Estonia","7/25/20","1326064",NULL
"Europe","Estonia","7/25/21","1326064","3213"
"Europe","Estonia","7/25/22","1326064","488"
"Europe","Estonia","7/25/23","1326064","6"
"Europe","Estonia","7/26/20","1326064",NULL
"Europe","Estonia","7/26/21","1326064","5589"
"Europe","Estonia","7/26/22","1326064","657"
"Europe","Estonia","7/26/23","1326064","3"
"Europe","Estonia","7/27/20","1326064",NULL
"Europe","Estonia","7/27/21","1326064","6135"
"Europe","Estonia","7/27/22","1326064","735"
"Europe","Estonia","7/27/23","1326064","17"
"Europe","Estonia","7/28/20","1326064",NULL
"Europe","Estonia","7/28/21","1326064","5518"
"Europe","Estonia","7/28/22","1326064","807"
"Europe","Estonia","7/28/23","1326064","5"
"Europe","Estonia","7/29/20","1326064",NULL
"Europe","Estonia","7/29/21","1326064","5225"
"Europe","Estonia","7/29/22","1326064","688"
"Europe","Estonia","7/29/23","1326064",NULL
"Europe","Estonia","7/3/20","1326064",NULL
"Europe","Estonia","7/3/21","1326064","5031"
"Europe","Estonia","7/3/22","1326064","47"
"Europe","Estonia","7/3/23","1326064",NULL
"Europe","Estonia","7/3/24","1326064","3"
"Europe","Estonia","7/30/20","1326064",NULL
"Europe","Estonia","7/30/21","1326064","5139"
"Europe","Estonia","7/30/22","1326064","102"
"Europe","Estonia","7/30/23","1326064",NULL
"Europe","Estonia","7/31/20","1326064",NULL
"Europe","Estonia","7/31/21","1326064","2962"
"Europe","Estonia","7/31/22","1326064","138"
"Europe","Estonia","7/31/23","1326064",NULL
"Europe","Estonia","7/4/20","1326064",NULL
"Europe","Estonia","7/4/21","1326064","5522"
"Europe","Estonia","7/4/22","1326064","146"
"Europe","Estonia","7/4/23","1326064","4"
"Europe","Estonia","7/4/24","1326064","3"
"Europe","Estonia","7/5/20","1326064",NULL
"Europe","Estonia","7/5/21","1326064","4614"
"Europe","Estonia","7/5/22","1326064","169"
"Europe","Estonia","7/5/23","1326064","4"
"Europe","Estonia","7/5/24","1326064","5"
"Europe","Estonia","7/6/20","1326064",NULL
"Europe","Estonia","7/6/21","1326064","8346"
"Europe","Estonia","7/6/22","1326064","200"
"Europe","Estonia","7/6/23","1326064","2"
"Europe","Estonia","7/6/24","1326064",NULL
"Europe","Estonia","7/7/20","1326064",NULL
"Europe","Estonia","7/7/21","1326064","6598"
"Europe","Estonia","7/7/22","1326064","169"
"Europe","Estonia","7/7/23","1326064","8"
"Europe","Estonia","7/7/24","1326064",NULL
"Europe","Estonia","7/8/20","1326064",NULL
"Europe","Estonia","7/8/21","1326064","8111"
"Europe","Estonia","7/8/22","1326064","180"
"Europe","Estonia","7/8/23","1326064",NULL
"Europe","Estonia","7/8/24","1326064",NULL
"Europe","Estonia","7/9/20","1326064",NULL
"Europe","Estonia","7/9/21","1326064","6627"
"Europe","Estonia","7/9/22","1326064","61"
"Europe","Estonia","7/9/23","1326064",NULL
"Europe","Estonia","8/1/20","1326064",NULL
"Europe","Estonia","8/1/21","1326064","2789"
"Europe","Estonia","8/1/22","1326064","865"
"Europe","Estonia","8/1/23","1326064","8"
"Europe","Estonia","8/10/20","1326064",NULL
"Europe","Estonia","8/10/21","1326064","6151"
"Europe","Estonia","8/10/22","1326064","1187"
"Europe","Estonia","8/10/23","1326064","6"
"Europe","Estonia","8/11/20","1326064",NULL
"Europe","Estonia","8/11/21","1326064","5730"
"Europe","Estonia","8/11/22","1326064","1277"
"Europe","Estonia","8/11/23","1326064","10"
"Europe","Estonia","8/12/20","1326064",NULL
"Europe","Estonia","8/12/21","1326064","5698"
"Europe","Estonia","8/12/22","1326064","1004"
"Europe","Estonia","8/12/23","1326064","1"
"Europe","Estonia","8/13/20","1326064",NULL
"Europe","Estonia","8/13/21","1326064","5933"
"Europe","Estonia","8/13/22","1326064","188"
"Europe","Estonia","8/13/23","1326064",NULL
"Europe","Estonia","8/14/20","1326064",NULL
"Europe","Estonia","8/14/21","1326064","4587"
"Europe","Estonia","8/14/22","1326064","118"
"Europe","Estonia","8/14/23","1326064",NULL
"Europe","Estonia","8/15/20","1326064",NULL
"Europe","Estonia","8/15/21","1326064","2365"
"Europe","Estonia","8/15/22","1326064","937"
"Europe","Estonia","8/15/23","1326064","15"
"Europe","Estonia","8/16/20","1326064",NULL
"Europe","Estonia","8/16/21","1326064","5399"
"Europe","Estonia","8/16/22","1326064","1132"
"Europe","Estonia","8/16/23","1326064","14"
"Europe","Estonia","8/17/20","1326064",NULL
"Europe","Estonia","8/17/21","1326064","4895"
"Europe","Estonia","8/17/22","1326064","1055"
"Europe","Estonia","8/17/23","1326064","5"
"Europe","Estonia","8/18/20","1326064",NULL
"Europe","Estonia","8/18/21","1326064","5288"
"Europe","Estonia","8/18/22","1326064","1286"
"Europe","Estonia","8/18/23","1326064","7"
"Europe","Estonia","8/19/20","1326064",NULL
"Europe","Estonia","8/19/21","1326064","5786"
"Europe","Estonia","8/19/22","1326064","1038"
"Europe","Estonia","8/19/23","1326064",NULL
"Europe","Estonia","8/2/20","1326064",NULL
"Europe","Estonia","8/2/21","1326064","5911"
"Europe","Estonia","8/2/22","1326064","922"
"Europe","Estonia","8/2/23","1326064","3"
"Europe","Estonia","8/20/20","1326064",NULL
"Europe","Estonia","8/20/21","1326064","1419"
"Europe","Estonia","8/20/22","1326064","119"
"Europe","Estonia","8/20/23","1326064",NULL
"Europe","Estonia","8/21/20","1326064",NULL
"Europe","Estonia","8/21/21","1326064","2797"
"Europe","Estonia","8/21/22","1326064","124"
"Europe","Estonia","8/21/23","1326064","10"
"Europe","Estonia","8/22/20","1326064",NULL
"Europe","Estonia","8/22/21","1326064","1401"
"Europe","Estonia","8/22/22","1326064","697"
"Europe","Estonia","8/22/23","1326064","13"
"Europe","Estonia","8/23/20","1326064",NULL
"Europe","Estonia","8/23/21","1326064","4127"
"Europe","Estonia","8/23/22","1326064","1043"
"Europe","Estonia","8/23/23","1326064","21"
"Europe","Estonia","8/24/20","1326064",NULL
"Europe","Estonia","8/24/21","1326064","4156"
"Europe","Estonia","8/24/22","1326064","1240"
"Europe","Estonia","8/24/23","1326064","10"
"Europe","Estonia","8/25/20","1326064",NULL
"Europe","Estonia","8/25/21","1326064","4535"
"Europe","Estonia","8/25/22","1326064","1189"
"Europe","Estonia","8/25/23","1326064","10"
"Europe","Estonia","8/26/20","1326064",NULL
"Europe","Estonia","8/26/21","1326064","3741"
"Europe","Estonia","8/26/22","1326064","1163"
"Europe","Estonia","8/26/23","1326064",NULL
"Europe","Estonia","8/27/20","1326064",NULL
"Europe","Estonia","8/27/21","1326064","4817"
"Europe","Estonia","8/27/22","1326064","145"
"Europe","Estonia","8/27/23","1326064",NULL
"Europe","Estonia","8/28/20","1326064",NULL
"Europe","Estonia","8/28/21","1326064","3667"
"Europe","Estonia","8/28/22","1326064","125"
"Europe","Estonia","8/28/23","1326064",NULL
"Europe","Estonia","8/29/20","1326064",NULL
"Europe","Estonia","8/29/21","1326064","3751"
"Europe","Estonia","8/29/22","1326064","786"
"Europe","Estonia","8/29/23","1326064","71"
"Europe","Estonia","8/3/20","1326064",NULL
"Europe","Estonia","8/3/21","1326064","6253"
"Europe","Estonia","8/3/22","1326064","960"
"Europe","Estonia","8/3/23","1326064","10"
"Europe","Estonia","8/30/20","1326064",NULL
"Europe","Estonia","8/30/21","1326064","3859"
"Europe","Estonia","8/30/22","1326064","1132"
"Europe","Estonia","8/30/23","1326064","42"
"Europe","Estonia","8/31/20","1326064",NULL
"Europe","Estonia","8/31/21","1326064","5055"
"Europe","Estonia","8/31/22","1326064","1381"
"Europe","Estonia","8/31/23","1326064","45"
"Europe","Estonia","8/4/20","1326064",NULL
"Europe","Estonia","8/4/21","1326064","6163"
"Europe","Estonia","8/4/22","1326064","940"
"Europe","Estonia","8/4/23","1326064","7"
"Europe","Estonia","8/5/20","1326064",NULL
"Europe","Estonia","8/5/21","1326064","5400"
"Europe","Estonia","8/5/22","1326064","887"
"Europe","Estonia","8/5/23","1326064","2"
"Europe","Estonia","8/6/20","1326064",NULL
"Europe","Estonia","8/6/21","1326064","6751"
"Europe","Estonia","8/6/22","1326064","159"
"Europe","Estonia","8/6/23","1326064","3"
"Europe","Estonia","8/7/20","1326064",NULL
"Europe","Estonia","8/7/21","1326064","3549"
"Europe","Estonia","8/7/22","1326064","123"
"Europe","Estonia","8/7/23","1326064","7"
"Europe","Estonia","8/8/20","1326064",NULL
"Europe","Estonia","8/8/21","1326064","2068"
"Europe","Estonia","8/8/22","1326064","989"
"Europe","Estonia","8/8/23","1326064","5"
"Europe","Estonia","8/9/20","1326064",NULL
"Europe","Estonia","8/9/21","1326064","5514"
"Europe","Estonia","8/9/22","1326064","1227"
"Europe","Estonia","8/9/23","1326064","6"
"Europe","Estonia","9/1/20","1326064",NULL
"Europe","Estonia","9/1/21","1326064","2360"
"Europe","Estonia","9/1/22","1326064","1078"
"Europe","Estonia","9/1/23","1326064","46"
"Europe","Estonia","9/10/20","1326064",NULL
"Europe","Estonia","9/10/21","1326064","3645"
"Europe","Estonia","9/10/22","1326064","199"
"Europe","Estonia","9/10/23","1326064","2"
"Europe","Estonia","9/11/20","1326064",NULL
"Europe","Estonia","9/11/21","1326064","2743"
"Europe","Estonia","9/11/22","1326064","79"
"Europe","Estonia","9/11/23","1326064","42"
"Europe","Estonia","9/12/20","1326064",NULL
"Europe","Estonia","9/12/21","1326064","2134"
"Europe","Estonia","9/12/22","1326064","634"
"Europe","Estonia","9/12/23","1326064","57"
"Europe","Estonia","9/13/20","1326064",NULL
"Europe","Estonia","9/13/21","1326064","3731"
"Europe","Estonia","9/13/22","1326064","934"
