"continent","location","date","population","new_vaccinations","rollingpeoplevaccinated","percentage_vaccinated"
"Asia","Kazakhstan","2021-05-20","19397998","53861","7321778","37.7450188416351"
"Asia","Kazakhstan","2021-05-21","19397998","54371","7376149","38.02531065319215"
"Asia","Kazakhstan","2021-10-27","19397998","54622","1458630","7.5194873202894446"
"Asia","Kazakhstan","2021-06-13","19397998","55262","8252908","42.54515337098189"
"Asia","Kazakhstan","2021-10-22","19397998","55901","1247565","6.431411117786485"
"Asia","Kazakhstan","2022-02-24","19397998","56227","6412017","33.05504516497012"
"Asia","Kazakhstan","2021-10-21","19397998","56896","1191664","6.143231894342911"
"Asia","Kazakhstan","2022-02-22","19397998","57296","6297640","32.46541215232624"
"Asia","Kazakhstan","2021-10-09","19397998","57398","2012585","10.375220164472642"
"Asia","Kazakhstan","2021-08-02","19397998","57861","14717268","75.87003566038103"
"Asia","Kazakhstan","2022-02-23","19397998","58150","6355790","32.76518535572588"
"Asia","Kazakhstan","2021-09-19","19397998","59719","17258408","88.97004732137822"
"Asia","Kazakhstan","2021-10-20","19397998","60023","1134768","5.8499232755875115"
"Asia","Kazakhstan","2021-12-01","19397998","60746","3041083","15.677303400072523"
"Asia","Kazakhstan","2021-08-29","19397998","60872","15529798","80.0587668892429"
"Asia","Kazakhstan","2021-08-22","19397998","61607","14967552","77.1602925209086"
"Asia","Kazakhstan","2022-02-19","19397998","62439","6222523","32.07817115972483"
"Asia","Kazakhstan","2021-08-15","19397998","62455","14337130","73.91035920304766"
"Asia","Kazakhstan","2021-09-05","19397998","62605","18356894","94.63293067666055"
"Asia","Kazakhstan","2022-02-15","19397998","62847","5969507","30.77383037156721"
"Asia","Kazakhstan","2021-04-22","19397998","62937","6654229","34.3036894838323"
"Asia","Kazakhstan","2021-10-19","19397998","63308","1003342","5.17239974970613"
"Asia","Kazakhstan","2021-05-22","19397998","63332","7439481","38.35179795358263"
"Asia","Kazakhstan","2021-06-08","19397998","63699","10019194","51.6506600320301"
"Asia","Kazakhstan","2022-02-16","19397998","64209","6033716","31.104838757071736"
"Asia","Kazakhstan","2021-11-25","19397998","65464","2591094","13.35753308150666"
"Asia","Kazakhstan","2021-10-16","19397998","65663","883188","4.552985313226653"
"Asia","Kazakhstan","2021-10-15","19397998","66162","817525","4.214481308844346"
"Asia","Kazakhstan","2021-10-06","19397998","66444","1838443","9.477488346993335"
"Asia","Kazakhstan","2021-10-12","19397998","67110","609355","3.141329326871773"
"Asia","Kazakhstan","2021-10-05","19397998","67286","1771999","9.13495815392908"
"Asia","Kazakhstan","2021-06-09","19397998","67939","10087133","52.000897205990015"
"Asia","Kazakhstan","2021-06-10","19397998","68547","8026385","41.377388532569185"
"Asia","Kazakhstan","2021-07-05","19397998","69734","13080439","67.43190199318508"
"Asia","Kazakhstan","2021-06-27","19397998","70088","9447602","48.70400543396283"
"Asia","Kazakhstan","2021-09-15","19397998","70828","16972960","87.49851402191092"
"Asia","Kazakhstan","2021-10-13","19397998","70953","680308","3.5071041867310226"
"Asia","Kazakhstan","2021-10-14","19397998","71055","751363","3.8734048740493736"
"Asia","Kazakhstan","2021-09-11","19397998","71147","16746605","86.33161525225438"
"Asia","Kazakhstan","2021-10-02","19397998","71403","1074745","5.540494436590827"
"Asia","Kazakhstan","2021-09-16","19397998","71427","17044387","87.86673243290363"
"Asia","Kazakhstan","2021-07-12","19397998","72675","10549463","54.38428749193602"
"Asia","Kazakhstan","2021-09-30","19397998","73680","18199464","93.82135207973525"
"Asia","Kazakhstan","2021-09-17","19397998","73889","17118276","88.24764287531114"
"Asia","Kazakhstan","2021-09-21","19397998","74907","17470468","90.063252919193"
"Asia","Kazakhstan","2021-12-14","19397998","76597","3199667","16.49483106452532"
"Asia","Kazakhstan","2021-09-25","19397998","77246","17787345","91.69680809328881"
"Asia","Kazakhstan","2021-09-14","19397998","77558","16902132","87.13338355844763"
"Asia","Kazakhstan","2021-09-24","19397998","77559","17710099","91.29859174127144"
"Asia","Kazakhstan","2022-02-18","19397998","77649","6160084","31.756287427187075"
"Asia","Kazakhstan","2021-07-18","19397998","77737","11115430","57.3019442521852"
"Asia","Kazakhstan","2021-06-11","19397998","78667","8105052","41.78293038281579"
"Asia","Kazakhstan","2021-09-23","19397998","79078","17632540","90.89876182067862"
"Asia","Kazakhstan","2021-10-01","19397998","79369","478355","2.4660019039078156"
"Asia","Kazakhstan","2021-08-08","19397998","79466","16432813","84.71396378121082"
"Asia","Kazakhstan","2021-09-10","19397998","79988","16675458","85.9648402891886"
"Asia","Kazakhstan","2021-09-18","19397998","80413","17198689","88.6621856544165"
"Asia","Kazakhstan","2021-09-09","19397998","80507","18655980","96.17477020051246"
"Asia","Kazakhstan","2021-09-28","19397998","80993","17948046","92.52524925510353"
"Asia","Kazakhstan","2021-09-29","19397998","81414","18029460","92.94495236054773"
"Asia","Kazakhstan","2021-09-22","19397998","82994","17553462","90.4911011950821"
"Asia","Kazakhstan","2021-07-07","19397998","84120","13261313","68.36433842296509"
"Asia","Kazakhstan","2021-06-16","19397998","85496","8459153","43.608381648456714"
"Asia","Kazakhstan","2021-06-23","19397998","86027","9037709","46.590936858535606"
"Asia","Kazakhstan","2021-10-08","19397998","87538","1955187","10.079323649791077"
"Asia","Kazakhstan","2021-08-25","19397998","88185","15192152","78.31814396516589"
"Asia","Kazakhstan","2021-05-27","19397998","88287","7665164","39.5152324482145"
"Asia","Kazakhstan","2021-06-17","19397998","89165","8548318","44.068042485621454"
"Asia","Kazakhstan","2021-07-25","19397998","90165","11964828","61.68073633165649"
"Asia","Kazakhstan","2021-06-19","19397998","90660","8736813","45.03976647487024"
"Asia","Kazakhstan","2021-09-08","19397998","90830","18575473","95.75974283531734"
"Asia","Kazakhstan","2021-09-07","19397998","91839","18484643","95.29149863815843"
"Asia","Kazakhstan","2021-08-20","19397998","92469","14809737","76.34672918308374"
"Asia","Kazakhstan","2021-06-15","19397998","92511","8373657","43.167635134306124"
"Asia","Kazakhstan","2021-06-12","19397998","92594","8197646","42.26026830191446"
"Asia","Kazakhstan","2021-08-19","19397998","93919","14659407","75.57175230144884"
"Asia","Kazakhstan","2021-08-18","19397998","94448","14565488","75.08758378055302"
"Asia","Kazakhstan","2021-09-04","19397998","94825","18294289","94.31019118570896"
"Asia","Kazakhstan","2021-08-28","19397998","96104","15468926","79.74496130992486"
"Asia","Kazakhstan","2021-08-21","19397998","96208","14905945","76.84269789078235"
"Asia","Kazakhstan","2021-09-03","19397998","96324","18125784","93.44151906810177"
"Asia","Kazakhstan","2021-07-06","19397998","96754","13177193","67.9306854243412"
"Asia","Kazakhstan","2021-06-22","19397998","96942","8951682","46.147452948494994"
"Asia","Kazakhstan","2021-08-17","19397998","97819","14471040","74.60068817410951"
"Asia","Kazakhstan","2021-06-18","19397998","97835","8646153","44.57239865680984"
"Asia","Kazakhstan","2021-08-24","19397998","101323","15103967","77.86353519574546"
"Asia","Kazakhstan","2021-06-24","19397998","102583","9140292","47.11976978242806"
"Asia","Kazakhstan","2021-09-02","19397998","103845","17362253","89.50538607128426"
"Asia","Kazakhstan","2021-08-14","19397998","104290","14274675","73.58839298777121"
"Asia","Kazakhstan","2021-08-13","19397998","104555","14170385","73.05076018669556"
"Asia","Kazakhstan","2021-08-01","19397998","107257","13696023","70.60534288126023"
"Asia","Kazakhstan","2021-07-11","19397998","110660","10476788","54.00963542732605"
"Asia","Kazakhstan","2021-09-01","19397998","112783","16595470","85.55248845782951"
"Asia","Kazakhstan","2021-06-25","19397998","112908","9253200","47.701829848626645"
"Asia","Kazakhstan","2021-07-01","19397998","117538","10204671","52.606825714694885"
"Asia","Kazakhstan","2021-08-12","19397998","118696","14065830","72.51176126526046"
"Asia","Kazakhstan","2021-08-10","19397998","119613","13815636","71.22196837013799"
"Asia","Kazakhstan","2021-07-28","19397998","122141","12273127","63.27007044747608"
"Asia","Kazakhstan","2021-06-26","19397998","124314","9377514","48.3426897971636"
"Asia","Kazakhstan","2021-07-20","19397998","126047","11425341","58.899588503927056"
"Asia","Kazakhstan","2021-07-22","19397998","128696","11607382","59.83804101845974"
"Asia","Kazakhstan","2021-07-23","19397998","129255","11736637","60.50437266773613"
"Asia","Kazakhstan","2021-06-29","19397998","130950","9627652","49.63219400270069"
"Asia","Kazakhstan","2021-08-11","19397998","131498","13947134","71.89986306834344"
"Asia","Kazakhstan","2021-08-27","19397998","132930","15372822","79.24952874002771"
"Asia","Kazakhstan","2021-08-06","19397998","133026","16215305","83.5926728108746"
"Asia","Kazakhstan","2021-06-30","19397998","134601","9797173","50.506103774214225"
"Asia","Kazakhstan","2021-07-02","19397998","135427","11299294","58.24979464375654"
"Asia","Kazakhstan","2021-07-27","19397998","135466","12150986","62.640412685886446"
"Asia","Kazakhstan","2021-07-24","19397998","138026","11874663","61.21592032332409"
"Asia","Kazakhstan","2021-08-07","19397998","138042","16353347","84.30430294920124"
"Asia","Kazakhstan","2021-07-30","19397998","142651","12718360","65.56532277196852"
"Asia","Kazakhstan","2021-07-29","19397998","143767","12416894","64.0112139407376"
"Asia","Kazakhstan","2021-07-04","19397998","144549","13010705","67.0724112869792"
"Asia","Kazakhstan","2021-07-31","19397998","147796","12866156","66.32723644986457"
"Asia","Kazakhstan","2021-08-05","19397998","153907","16082279","82.90690101112497"
"Asia","Kazakhstan","2021-08-03","19397998","155336","15685134","80.85955055774312"
"Asia","Kazakhstan","2021-08-04","19397998","157217","15928372","82.11348408222334"
"Asia","Kazakhstan","2021-07-03","19397998","158815","12575709","64.82993244973012"
"Asia","Kazakhstan","2021-07-15","19397998","159497","11037693","56.90119671112453"
"Asia","Kazakhstan","2021-07-08","19397998","161184","13422497","69.19526953245382"
"Asia","Kazakhstan","2021-07-10","19397998","161457","10366128","53.43916418591238"
"Asia","Kazakhstan","2021-07-13","19397998","162244","10711707","55.220683082862465"
"Asia","Kazakhstan","2021-07-09","19397998","166269","13588766","70.0524146873301"
"Asia","Kazakhstan","2021-07-14","19397998","166489","10878196","56.07896237539565"
"Asia","Kazakhstan","2021-05-05","19397998","256233","7921397","40.8361574220185"
"Asia","Kazakhstan","2021-04-28","19397998","425854","7080083","36.4990397462666"
"Asia","Kazakhstan","2022-02-13","19397998","2118887","5883304","30.32943915140109"
"Asia","Kuwait","2023-04-25","4268886","39","32453","0.7602217534035812"
"Asia","Kuwait","2023-05-30","4268886","52","37214","0.8717496789560556"
"Asia","Kuwait","2023-02-14","4268886","109","32414","0.7593081661117209"
"Asia","Kuwait","2022-12-12","4268886","332","20385","0.47752504986078337"
"Asia","Kuwait","2022-11-02","4268886","1046","20053","0.46974784522238355"
"Asia","Kuwait","2022-04-27","4268886","4709","37162","0.8705315625669086"
"Asia","Kuwait","2021-12-28","4268886","11920","32305","0.7567548067575475"
"Asia","Kuwait","2022-01-10","4268886","19007","19007","0.445244965548389"
"Asia","Kyrgyzstan","2023-01-01","6630621","12","806","0.012155724177267862"
"Asia","Kyrgyzstan","2022-07-26","6630621","22","1890439","28.510738285297865"
"Asia","Kyrgyzstan","2022-11-06","6630621","36","863891","13.028809820377308"
"Asia","Kyrgyzstan","2023-04-30","6630621","36","1607972","24.25069989673667"
"Asia","Kyrgyzstan","2023-08-05","6630621","36","2487904","37.521432758711434"
"Asia","Kyrgyzstan","2022-08-05","6630621","47","2487868","37.520889823140244"
"Asia","Kyrgyzstan","2022-11-07","6630621","51","866611","13.069831619089674"
"Asia","Kyrgyzstan","2022-11-26","6630621","59","807039","12.17139390111424"
"Asia","Kyrgyzstan","2023-07-15","6630621","72","1876785","28.30481488837923"
"Asia","Kyrgyzstan","2022-12-31","6630621","76","1043645","15.739777616606348"
"Asia","Kyrgyzstan","2022-07-02","6630621","89","1882277","28.38764272607347"
"Asia","Kyrgyzstan","2023-08-12","6630621","97","2055616","31.001862419824626"
"Asia","Kyrgyzstan","2023-01-07","6630621","98","255958","3.8602417480956914"
"Asia","Kyrgyzstan","2022-07-30","6630621","103","1951771","29.435719520087183"
"Asia","Kyrgyzstan","2023-03-25","6630621","113","1443552","21.770992490748604"
"Asia","Kyrgyzstan","2022-11-19","6630621","118","719376","10.849300540628096"
"Asia","Kyrgyzstan","2023-02-18","6630621","119","1198737","18.078804383480822"
"Asia","Kyrgyzstan","2023-04-15","6630621","132","1549805","23.373451747581413"
"Asia","Kyrgyzstan","2022-12-17","6630621","134","942756","14.218215759881314"
"Asia","Kyrgyzstan","2022-04-06","6630621","136","1621706","24.45782981714684"
"Asia","Kyrgyzstan","2023-06-17","6630621","138","1784451","26.912275637530787"
"Asia","Kyrgyzstan","2023-04-22","6630621","144","1572255","23.71203240239489"
"Asia","Kyrgyzstan","2022-10-01","6630621","146","273287","4.12158981790695"
"Asia","Kyrgyzstan","2022-06-25","6630621","166","1817412","27.409378397589002"
"Asia","Kyrgyzstan","2022-09-17","6630621","166","2675289","40.347487814489774"
"Asia","Kyrgyzstan","2022-11-05","6630621","179","860920","12.98400255421023"
"Asia","Kyrgyzstan","2023-05-13","6630621","182","1643828","24.791463725645006"
"Asia","Kyrgyzstan","2022-05-01","6630621","203","1631359","24.603411957944815"
"Asia","Kyrgyzstan","2023-05-06","6630621","205","1744177","26.30488154880214"
"Asia","Kyrgyzstan","2021-04-07","6630621","205","1622750","24.47357494871144"
"Asia","Kyrgyzstan","2022-11-12","6630621","206","646760","9.754139167357025"
"Asia","Kyrgyzstan","2022-12-03","6630621","207","1032741","15.575328464709415"
"Asia","Kyrgyzstan","2023-07-29","6630621","207","1925720","29.04283022661075"
"Asia","Kyrgyzstan","2022-06-18","6630621","214","1784665","26.91550308787065"
"Asia","Kyrgyzstan","2023-03-20","6630621","225","1410651","21.274794623309038"
"Asia","Kyrgyzstan","2022-10-08","6630621","230","591515","8.920959288730272"
"Asia","Kyrgyzstan","2022-08-27","6630621","242","2367143","35.70017046668781"
"Asia","Kyrgyzstan","2022-10-15","6630621","245","343495","5.18043483408266"
"Asia","Kyrgyzstan","2023-05-27","6630621","248","1714484","25.857065273373337"
"Asia","Kyrgyzstan","2023-03-04","6630621","250","1493530","22.524737879001076"
"Asia","Kyrgyzstan","2023-06-03","6630621","262","1837705","27.715428162761828"
"Asia","Kyrgyzstan","2022-06-11","6630621","263","1756487","26.490535351062896"
"Asia","Kyrgyzstan","2022-07-23","6630621","271","1887213","28.462085225501504"
"Asia","Kyrgyzstan","2023-01-21","6630621","271","122574","1.8486051306506583"
"Asia","Kyrgyzstan","2023-03-21","6630621","281","1416069","21.3565064267736"
"Asia","Kyrgyzstan","2022-12-04","6630621","281","1043926","15.744015530370383"
"Asia","Kyrgyzstan","2023-01-02","6630621","285","93563","1.411074467987237"
"Asia","Kyrgyzstan","2022-05-08","6630621","288","1745850","26.330112971318975"
"Asia","Kyrgyzstan","2023-07-14","6630621","295","1875319","28.282705345396757"
"Asia","Kyrgyzstan","2023-07-01","6630621","303","1866885","28.15550760630113"
"Asia","Kyrgyzstan","2023-02-25","6630621","304","1264225","19.06646451365566"
"Asia","Kyrgyzstan","2023-04-29","6630621","305","1605580","24.214624844339617"
"Asia","Kyrgyzstan","2022-12-24","6630621","306","991953","14.960182462547625"
"Asia","Kyrgyzstan","2022-08-04","6630621","309","2461175","37.1183181786442"
"Asia","Kyrgyzstan","2023-01-28","6630621","309","200876","3.029520161082951"
"Asia","Kyrgyzstan","2023-03-07","6630621","318","1501686","22.647742948963604"
"Asia","Kyrgyzstan","2023-02-23","6630621","320","1240068","18.70213966384144"
"Asia","Kyrgyzstan","2023-04-01","6630621","321","1517045","22.879380377795684"
"Asia","Kyrgyzstan","2022-07-16","6630621","321","1877106","28.309656063889037"
"Asia","Kyrgyzstan","2023-06-24","6630621","326","1817246","27.40687486134406"
"Asia","Kyrgyzstan","2023-08-26","6630621","330","2350567","35.450178799240675"
"Asia","Kyrgyzstan","2022-09-03","6630621","331","2841267","42.85069226547559"
"Asia","Kyrgyzstan","2021-12-25","6630621","343","992296","14.965355432017605"
"Asia","Kyrgyzstan","2023-03-08","6630621","351","1508462","22.749935488697062"
"Asia","Kyrgyzstan","2023-06-10","6630621","352","1756224","26.486568905084457"
"Asia","Kyrgyzstan","2023-01-14","6630621","357","56834","0.857144451477471"
"Asia","Kyrgyzstan","2022-03-20","6630621","358","1410426","21.27140127598908"
"Asia","Kyrgyzstan","2023-08-19","6630621","369","2219249","33.46970065096467"
"Asia","Kyrgyzstan","2022-11-20","6630621","369","737892","11.128550402745082"
"Asia","Kyrgyzstan","2023-07-17","6630621","375","1878403","28.329216825995633"
"Asia","Kyrgyzstan","2023-08-01","6630621","376","1978803","29.843403807878627"
"Asia","Kyrgyzstan","2023-02-19","6630621","376","1201400","18.11896653420547"
"Asia","Kyrgyzstan","2023-05-20","6630621","380","1682812","25.37940262307256"
"Asia","Kyrgyzstan","2023-02-26","6630621","387","1267186","19.11112096438629"
"Asia","Kyrgyzstan","2023-08-02","6630621","391","2240608","33.79182734166227"
"Asia","Kyrgyzstan","2023-08-06","6630621","402","2512843","37.89755137565546"
"Asia","Kyrgyzstan","2022-09-10","6630621","412","2592055","39.09219061080403"
"Asia","Kyrgyzstan","2022-07-03","6630621","412","1926132","29.04904382259218"
"Asia","Kyrgyzstan","2023-07-09","6630621","416","1969501","29.703115288899788"
"Asia","Kyrgyzstan","2022-11-29","6630621","419","814222","12.279724629110907"
"Asia","Kyrgyzstan","2023-03-05","6630621","421","1494471","22.538929611570317"
"Asia","Kyrgyzstan","2022-07-24","6630621","423","1888247","28.47767954162966"
"Asia","Kyrgyzstan","2023-07-16","6630621","426","1877532","28.31608080148149"
"Asia","Kyrgyzstan","2022-08-09","6630621","428","2567220","38.717640474399005"
"Asia","Kyrgyzstan","2023-05-05","6630621","431","1739644","26.236516911462743"
"Asia","Kyrgyzstan","2023-07-22","6630621","436","1886942","28.457998127173912"
"Asia","Kyrgyzstan","2023-07-30","6630621","437","1952208","29.442310154659722"
"Asia","Kyrgyzstan","2022-09-24","6630621","439","2774916","41.85001676313576"
"Asia","Kyrgyzstan","2022-08-28","6630621","439","2372701","35.78399368626257"
"Asia","Kyrgyzstan","2023-04-21","6630621","442","1572111","23.709860660110117"
"Asia","Kyrgyzstan","2022-07-25","6630621","445","1889801","28.50111626045283"
"Asia","Kyrgyzstan","2022-11-13","6630621","446","648351","9.77813390329503"
"Asia","Kyrgyzstan","2023-04-20","6630621","455","1567603","23.641873061361824"
"Asia","Kyrgyzstan","2022-08-08","6630621","477","2539974","38.30672873626769"
"Asia","Kyrgyzstan","2023-04-02","6630621","481","1563071","23.57352350556607"
"Asia","Kyrgyzstan","2022-12-18","6630621","482","943238","14.225485063917844"
"Asia","Kyrgyzstan","2022-10-22","6630621","483","423744","6.390713629990313"
"Asia","Kyrgyzstan","2022-05-02","6630621","484","1676023","25.277014023271725"
"Asia","Kyrgyzstan","2022-08-20","6630621","485","2259163","34.07166538398138"
"Asia","Kyrgyzstan","2022-06-04","6630621","486","1842707","27.790866044070384"
"Asia","Kyrgyzstan","2022-07-17","6630621","496","1878028","28.323561247129042"
"Asia","Kyrgyzstan","2022-12-25","6630621","496","992792","14.972835877665153"
"Asia","Kyrgyzstan","2022-07-10","6630621","500","1867385","28.163048378123257"
"Asia","Kyrgyzstan","2023-07-19","6630621","502","1882188","28.38630046868913"
"Asia","Kyrgyzstan","2022-11-08","6630621","511","870481","13.128197192992932"
"Asia","Kyrgyzstan","2022-03-05","6630621","520","1494050","22.532580281696088"
"Asia","Kyrgyzstan","2023-03-26","6630621","521","1444646","21.78749169949542"
"Asia","Kyrgyzstan","2023-09-02","6630621","525","2707115","40.82747302251177"
"Asia","Kyrgyzstan","2022-11-27","6630621","527","812323","12.251084777730473"
"Asia","Kyrgyzstan","2023-08-04","6630621","527","2461702","37.12626615214472"
"Asia","Kyrgyzstan","2023-08-13","6630621","531","2077565","31.332887221272337"
"Asia","Kyrgyzstan","2022-07-21","6630621","534","1885160","28.43112281639985"
"Asia","Kyrgyzstan","2023-02-15","6630621","539","1153519","17.396847142974995"
"Asia","Kyrgyzstan","2022-08-03","6630621","551","2428558","36.62640346959961"
"Asia","Kyrgyzstan","2023-03-10","6630621","557","1361540","20.534124933396132"
"Asia","Kyrgyzstan","2023-05-08","6630621","559","1746409","26.338543554216116"
"Asia","Kyrgyzstan","2022-12-10","6630621","567","904526","13.641648346361524"
"Asia","Kyrgyzstan","2022-03-26","6630621","573","1444125","21.77963421525676"
"Asia","Kyrgyzstan","2022-12-11","6630621","576","906697","13.6743903776132"
"Asia","Kyrgyzstan","2023-02-17","6630621","584","1184303","17.861117382519677"
"Asia","Kyrgyzstan","2023-03-24","6630621","584","1438731","21.69828436883966"
"Asia","Kyrgyzstan","2022-12-02","6630621","586","954996","14.402813854086972"
"Asia","Kyrgyzstan","2023-01-08","6630621","589","258327","3.8959699249889264"
"Asia","Kyrgyzstan","2022-04-09","6630621","605","1631156","24.60035040458503"
"Asia","Kyrgyzstan","2023-04-07","6630621","609","1626188","24.52542529576038"
"Asia","Kyrgyzstan","2023-07-23","6630621","611","1887824","28.47130004866814"
"Asia","Kyrgyzstan","2023-03-03","6630621","613","1474408","22.236348601435672"
"Asia","Kyrgyzstan","2023-02-20","6630621","615","1216534","18.347210615717593"
"Asia","Kyrgyzstan","2023-07-25","6630621","616","1890417","28.510406491337687"
"Asia","Kyrgyzstan","2023-01-06","6630621","616","253034","3.8161433144798957"
"Asia","Kyrgyzstan","2022-07-29","6630621","626","1925513","29.039708347076388"
"Asia","Kyrgyzstan","2022-09-25","6630621","629","2777567","41.88999793533667"
"Asia","Kyrgyzstan","2023-03-01","6630621","632","1349690","20.355408641211735"
"Asia","Kyrgyzstan","2022-05-28","6630621","638","1715122","25.866687298218373"
"Asia","Kyrgyzstan","2023-03-09","6630621","639","1516724","22.874539202285877"
"Asia","Kyrgyzstan","2023-05-09","6630621","639","1749450","26.384406528438287"
"Asia","Kyrgyzstan","2023-01-15","6630621","646","59445","0.8965223619326155"
"Asia","Kyrgyzstan","2023-07-31","6630621","651","1960895","29.573323524297347"
"Asia","Kyrgyzstan","2022-07-01","6630621","661","1866582","28.15093789857692"
"Asia","Kyrgyzstan","2022-06-26","6630621","664","1819374","27.438968386219027"
"Asia","Kyrgyzstan","2023-03-06","6630621","666","1500160","22.624728513362474"
"Asia","Kyrgyzstan","2022-10-02","6630621","667","393850","5.939865964289016"
"Asia","Kyrgyzstan","2022-10-16","6630621","667","347314","5.238031249260062"
"Asia","Kyrgyzstan","2023-05-12","6630621","668","1643646","24.788718884701748"
"Asia","Kyrgyzstan","2022-05-07","6630621","670","1744847","26.314986183043793"
"Asia","Kyrgyzstan","2023-03-02","6630621","671","1410068","21.266002083364437"
"Asia","Kyrgyzstan","2023-07-21","6630621","672","1885832","28.441257613728787"
"Asia","Kyrgyzstan","2023-05-04","6630621","673","1736725","26.192493885565167"
"Asia","Kyrgyzstan","2022-07-22","6630621","674","1886506","28.451422574145013"
"Asia","Kyrgyzstan","2022-07-20","6630621","683","1883796","28.410551590869094"
"Asia","Kyrgyzstan","2023-01-22","6630621","683","125287","1.8895213585575166"
"Asia","Kyrgyzstan","2023-02-22","6630621","687","1233704","18.606160720089417"
"Asia","Kyrgyzstan","2022-12-30","6630621","688","1042783","15.726777325985003"
"Asia","Kyrgyzstan","2023-07-13","6630621","690","1873799","28.259781399057495"
"Asia","Kyrgyzstan","2023-04-16","6630621","690","1550495","23.383858012695946"
"Asia","Kyrgyzstan","2022-08-31","6630621","692","2449280","36.93892321699581"
"Asia","Kyrgyzstan","2023-02-16","6630621","700","1168437","17.62183361105996"
"Asia","Kyrgyzstan","2023-05-07","6630621","715","1745562","26.32576948674943"
"Asia","Kyrgyzstan","2022-05-21","6630621","718","1683530","25.390231171409134"
"Asia","Kyrgyzstan","2023-07-11","6630621","721","1870241","28.206121266771245"
"Asia","Kyrgyzstan","2022-07-05","6630621","728","1963810","29.617286224020344"
"Asia","Kyrgyzstan","2023-08-03","6630621","731","2429289","36.63742807800355"
"Asia","Kyrgyzstan","2023-02-28","6630621","743","1287555","19.41831692687608"
"Asia","Kyrgyzstan","2023-01-29","6630621","743","205890","3.1051390209152356"
"Asia","Kyrgyzstan","2023-03-23","6630621","748","1433248","21.615592265038224"
"Asia","Kyrgyzstan","2023-05-14","6630621","763","1644591","24.80297094344557"
"Asia","Kyrgyzstan","2023-05-01","6630621","765","1632124","24.614949338832666"
"Asia","Kyrgyzstan","2023-05-28","6630621","774","1715896","25.878360412999022"
"Asia","Kyrgyzstan","2022-08-10","6630621","780","2007831","30.281190856784"
"Asia","Kyrgyzstan","2023-04-23","6630621","782","1573037","23.723826169524695"
"Asia","Kyrgyzstan","2021-12-31","6630621","786","1043569","15.738631419289383"
"Asia","Kyrgyzstan","2022-01-01","6630621","794","794","0.011974745653536826"
"Asia","Kyrgyzstan","2023-07-12","6630621","798","1872054","28.23346410539827"
"Asia","Kyrgyzstan","2023-03-22","6630621","801","1424090","21.47747548834415"
"Asia","Kyrgyzstan","2022-10-09","6630621","805","595544","8.981722828072966"
"Asia","Kyrgyzstan","2022-11-25","6630621","810","801924","12.094251805373887"
"Asia","Kyrgyzstan","2023-02-21","6630621","819","1228440","18.526771474346067"
"Asia","Kyrgyzstan","2022-09-18","6630621","827","2679940","40.41763207397919"
"Asia","Kyrgyzstan","2023-07-20","6630621","830","1884626","28.42306927209382"
"Asia","Kyrgyzstan","2022-11-09","6630621","832","879897","13.270205007947219"
"Asia","Kyrgyzstan","2023-07-28","6630621","835","1903758","28.71160936509567"
"Asia","Kyrgyzstan","2023-07-02","6630621","836","1883113","28.400250896560063"
"Asia","Kyrgyzstan","2023-08-20","6630621","837","2260000","34.084288636011614"
"Asia","Kyrgyzstan","2023-04-06","6630621","839","1622545","24.470483232264368"
"Asia","Kyrgyzstan","2023-01-03","6630621","841","211463","3.189188463644657"
"Asia","Kyrgyzstan","2023-08-27","6630621","842","2367985","35.71286912643627"
"Asia","Kyrgyzstan","2022-07-07","6630621","843","1969085","29.696841366743776"
"Asia","Kyrgyzstan","2022-03-12","6630621","844","1366912","20.615142985853062"
"Asia","Kyrgyzstan","2022-06-19","6630621","845","1787101","26.952241728188053"
"Asia","Kyrgyzstan","2022-08-12","6630621","857","2055519","31.000399510091135"
"Asia","Kyrgyzstan","2023-02-14","6630621","857","1144244","17.25696582567455"
"Asia","Kyrgyzstan","2022-06-30","6630621","862","1838567","27.728428453383174"
"Asia","Kyrgyzstan","2023-02-13","6630621","862","1131586","17.066063646225597"
"Asia","Kyrgyzstan","2022-11-18","6630621","863","705947","10.646770491029422"
"Asia","Kyrgyzstan","2022-11-23","6630621","865","777017","11.718615797826478"
"Asia","Kyrgyzstan","2023-08-31","6630621","866","2450146","36.951983833791736"
"Asia","Kyrgyzstan","2022-11-16","6630621","870","685061","10.331777370475557"
"Asia","Kyrgyzstan","2023-08-30","6630621","881","2433109","36.695039574724596"
"Asia","Kyrgyzstan","2023-03-29","6630621","881","1463489","22.071673226384075"
"Asia","Kyrgyzstan","2022-12-16","6630621","894","942622","14.216194833032986"
"Asia","Kyrgyzstan","2022-09-11","6630621","894","2594491","39.12892925112143"
"Asia","Kyrgyzstan","2023-03-27","6630621","912","1450070","21.869293992221845"
"Asia","Kyrgyzstan","2023-02-24","6630621","913","1252615","18.891367791945882"
"Asia","Kyrgyzstan","2022-11-30","6630621","915","836791","12.620099987618053"
"Asia","Kyrgyzstan","2023-03-16","6630621","917","1383012","20.857955838525534"
"Asia","Kyrgyzstan","2022-07-04","6630621","918","1961813","29.587168381362773"
"Asia","Kyrgyzstan","2022-07-11","6630621","921","1869520","28.195247473803736"
"Asia","Kyrgyzstan","2022-07-06","6630621","932","1966869","29.663420666028113"
"Asia","Kyrgyzstan","2023-06-04","6630621","937","1843644","27.804997450465045"
