"location","date","total_cases","total_deaths","deathpercentage"
"North America","5/18/20","1649285","108163","6.558175209257344"
"North America","5/17/20","1649285","108163","6.558175209257344"
"North America","5/23/20","1649285","108163","6.558175209257344"
"North America","5/22/20","1649285","108163","6.558175209257344"
"North America","5/21/20","1649285","108163","6.558175209257344"
"North America","5/20/20","1649285","108163","6.558175209257344"
"North America","5/19/20","1649285","108163","6.558175209257344"
"North America","5/29/20","1854684","121551","6.553730985979282"
"North America","5/30/20","1854684","121551","6.553730985979282"
"North America","5/24/20","1854684","121551","6.553730985979282"
"North America","5/25/20","1854684","121551","6.553730985979282"
"North America","5/26/20","1854684","121551","6.553730985979282"
"North America","5/27/20","1854684","121551","6.553730985979282"
"North America","5/28/20","1854684","121551","6.553730985979282"
"North America","6/1/20","2045377","133454","6.524665135082677"
"North America","5/31/20","2045377","133454","6.524665135082677"
"North America","6/5/20","2045377","133454","6.524665135082677"
"North America","6/6/20","2045377","133454","6.524665135082677"
"North America","6/4/20","2045377","133454","6.524665135082677"
"North America","6/3/20","2045377","133454","6.524665135082677"
"North America","6/2/20","2045377","133454","6.524665135082677"
"North America","6/10/20","2241611","144976","6.467491460382734"
"North America","6/8/20","2241611","144976","6.467491460382734"
"North America","6/7/20","2241611","144976","6.467491460382734"
"North America","6/13/20","2241611","144976","6.467491460382734"
"North America","6/12/20","2241611","144976","6.467491460382734"
"North America","6/11/20","2241611","144976","6.467491460382734"
"North America","6/9/20","2241611","144976","6.467491460382734"
"North America","5/10/20","1446714","93482","6.461677981964645"
"North America","5/11/20","1446714","93482","6.461677981964645"
"North America","5/12/20","1446714","93482","6.461677981964645"
"North America","5/13/20","1446714","93482","6.461677981964645"
"North America","5/14/20","1446714","93482","6.461677981964645"
"North America","5/15/20","1446714","93482","6.461677981964645"
"North America","5/16/20","1446714","93482","6.461677981964645"
"North America","6/18/20","2446327","155909","6.373187231306362"
"North America","6/20/20","2446327","155909","6.373187231306362"
"North America","6/14/20","2446327","155909","6.373187231306362"
"North America","6/15/20","2446327","155909","6.373187231306362"
"North America","6/16/20","2446327","155909","6.373187231306362"
"North America","6/17/20","2446327","155909","6.373187231306362"
"North America","6/19/20","2446327","155909","6.373187231306362"
"North America","5/4/20","1232321","76486","6.206662062887835"
"North America","5/9/20","1232321","76486","6.206662062887835"
"North America","5/8/20","1232321","76486","6.206662062887835"
"North America","5/7/20","1232321","76486","6.206662062887835"
"North America","5/6/20","1232321","76486","6.206662062887835"
"North America","5/5/20","1232321","76486","6.206662062887835"
"North America","5/3/20","1232321","76486","6.206662062887835"
"North America","6/23/20","2684537","166021","6.184343892447748"
"North America","6/21/20","2684537","166021","6.184343892447748"
"North America","6/22/20","2684537","166021","6.184343892447748"
"North America","6/24/20","2684537","166021","6.184343892447748"
"North America","6/25/20","2684537","166021","6.184343892447748"
"North America","6/26/20","2684537","166021","6.184343892447748"
"North America","6/27/20","2684537","166021","6.184343892447748"
"North America","6/28/20","3005928","177366","5.900540531908948"
"North America","7/3/20","3005928","177366","5.900540531908948"
"North America","7/4/20","3005928","177366","5.900540531908948"
"North America","6/29/20","3005928","177366","5.900540531908948"
"North America","6/30/20","3005928","177366","5.900540531908948"
"North America","7/1/20","3005928","177366","5.900540531908948"
"North America","7/2/20","3005928","177366","5.900540531908948"
"North America","5/2/20","1006775","59251","5.885227583124332"
"North America","5/1/20","1006775","59251","5.885227583124332"
"North America","4/29/20","1006775","59251","5.885227583124332"
"North America","4/28/20","1006775","59251","5.885227583124332"
"North America","4/27/20","1006775","59251","5.885227583124332"
"North America","4/26/20","1006775","59251","5.885227583124332"
"North America","4/30/20","1006775","59251","5.885227583124332"
"North America","7/9/20","3421777","187573","5.481742381224726"
"North America","7/11/20","3421777","187573","5.481742381224726"
"North America","7/5/20","3421777","187573","5.481742381224726"
"North America","7/6/20","3421777","187573","5.481742381224726"
"North America","7/7/20","3421777","187573","5.481742381224726"
"North America","7/8/20","3421777","187573","5.481742381224726"
"North America","7/10/20","3421777","187573","5.481742381224726"
"North America","4/22/20","776467","41735","5.374986960167013"
"North America","4/24/20","776467","41735","5.374986960167013"
"North America","4/23/20","776467","41735","5.374986960167013"
"North America","4/25/20","776467","41735","5.374986960167013"
"North America","4/19/20","776467","41735","5.374986960167013"
"North America","4/20/20","776467","41735","5.374986960167013"
"North America","4/21/20","776467","41735","5.374986960167013"
"North America","7/14/20","3892463","199336","5.121076295394459"
"North America","7/12/20","3892463","199336","5.121076295394459"
"North America","7/13/20","3892463","199336","5.121076295394459"
"North America","7/15/20","3892463","199336","5.121076295394459"
"North America","7/16/20","3892463","199336","5.121076295394459"
"North America","7/17/20","3892463","199336","5.121076295394459"
"North America","7/18/20","3892463","199336","5.121076295394459"
"North America","7/19/20","4446629","212418","4.777056957079171"
"North America","7/20/20","4446629","212418","4.777056957079171"
"North America","7/21/20","4446629","212418","4.777056957079171"
"North America","7/22/20","4446629","212418","4.777056957079171"
"North America","7/23/20","4446629","212418","4.777056957079171"
"North America","7/24/20","4446629","212418","4.777056957079171"
"North America","7/25/20","4446629","212418","4.777056957079171"
"North America","7/26/20","5009831","226561","4.52232819829651"
"North America","7/27/20","5009831","226561","4.52232819829651"
"North America","7/28/20","5009831","226561","4.52232819829651"
"North America","7/29/20","5009831","226561","4.52232819829651"
"North America","7/30/20","5009831","226561","4.52232819829651"
"North America","7/31/20","5009831","226561","4.52232819829651"
"North America","8/1/20","5009831","226561","4.52232819829651"
"North America","8/2/20","5528321","241031","4.35993134262645"
"North America","8/3/20","5528321","241031","4.35993134262645"
"North America","8/4/20","5528321","241031","4.35993134262645"
"North America","8/5/20","5528321","241031","4.35993134262645"
"North America","8/6/20","5528321","241031","4.35993134262645"
"North America","8/7/20","5528321","241031","4.35993134262645"
"North America","8/8/20","5528321","241031","4.35993134262645"
"North America","4/12/20","560604","24135","4.305177986600167"
"North America","4/18/20","560604","24135","4.305177986600167"
"North America","4/17/20","560604","24135","4.305177986600167"
"North America","4/16/20","560604","24135","4.305177986600167"
"North America","4/15/20","560604","24135","4.305177986600167"
"North America","4/14/20","560604","24135","4.305177986600167"
"North America","4/13/20","560604","24135","4.305177986600167"
"North America","8/9/20","5984605","254768","4.257056230110425"
"North America","8/10/20","5984605","254768","4.257056230110425"
"North America","8/11/20","5984605","254768","4.257056230110425"
"North America","8/12/20","5984605","254768","4.257056230110425"
"North America","8/13/20","5984605","254768","4.257056230110425"
"North America","8/14/20","5984605","254768","4.257056230110425"
"North America","8/15/20","5984605","254768","4.257056230110425"
"North America","8/16/20","6424748","267516","4.163836464869906"
"North America","8/17/20","6424748","267516","4.163836464869906"
"North America","8/18/20","6424748","267516","4.163836464869906"
"North America","8/19/20","6424748","267516","4.163836464869906"
"North America","8/20/20","6424748","267516","4.163836464869906"
"North America","8/21/20","6424748","267516","4.163836464869906"
"North America","8/22/20","6424748","267516","4.163836464869906"
"North America","8/23/20","6813162","279038","4.095572657746873"
"North America","8/24/20","6813162","279038","4.095572657746873"
"North America","8/25/20","6813162","279038","4.095572657746873"
"North America","8/26/20","6813162","279038","4.095572657746873"
"North America","8/27/20","6813162","279038","4.095572657746873"
"North America","8/28/20","6813162","279038","4.095572657746873"
"North America","8/29/20","6813162","279038","4.095572657746873"
"North America","8/30/20","7183903","289930","4.035828434765892"
"North America","8/31/20","7183903","289930","4.035828434765892"
"North America","9/1/20","7183903","289930","4.035828434765892"
"North America","9/2/20","7183903","289930","4.035828434765892"
"North America","9/3/20","7183903","289930","4.035828434765892"
"North America","9/4/20","7183903","289930","4.035828434765892"
"North America","9/5/20","7183903","289930","4.035828434765892"
"North America","9/6/20","7554476","299999","3.9711424061708587"
"North America","9/7/20","7554476","299999","3.9711424061708587"
"North America","9/8/20","7554476","299999","3.9711424061708587"
"North America","9/9/20","7554476","299999","3.9711424061708587"
"North America","9/10/20","7554476","299999","3.9711424061708587"
"North America","9/11/20","7554476","299999","3.9711424061708587"
"North America","9/12/20","7554476","299999","3.9711424061708587"
"North America","9/13/20","7871959","308860","3.923546857904112"
"North America","9/14/20","7871959","308860","3.923546857904112"
"North America","9/15/20","7871959","308860","3.923546857904112"
"North America","9/16/20","7871959","308860","3.923546857904112"
"North America","9/17/20","7871959","308860","3.923546857904112"
"North America","9/18/20","7871959","308860","3.923546857904112"
"North America","9/19/20","7871959","308860","3.923546857904112"
"North America","9/20/20","8222214","317688","3.8637768367498095"
"North America","9/21/20","8222214","317688","3.8637768367498095"
"North America","9/22/20","8222214","317688","3.8637768367498095"
"North America","9/23/20","8222214","317688","3.8637768367498095"
"North America","9/24/20","8222214","317688","3.8637768367498095"
"North America","9/25/20","8222214","317688","3.8637768367498095"
"North America","9/26/20","8222214","317688","3.8637768367498095"
"North America","9/30/20","8601613","326009","3.7900914630779132"
"North America","9/27/20","8601613","326009","3.7900914630779132"
"North America","9/28/20","8601613","326009","3.7900914630779132"
"North America","9/29/20","8601613","326009","3.7900914630779132"
"North America","10/1/20","8601613","326009","3.7900914630779132"
"North America","10/2/20","8601613","326009","3.7900914630779132"
"North America","10/3/20","8601613","326009","3.7900914630779132"
"North America","10/5/20","8975092","334046","3.7219228504844297"
"North America","10/6/20","8975092","334046","3.7219228504844297"
"North America","10/4/20","8975092","334046","3.7219228504844297"
"North America","10/7/20","8975092","334046","3.7219228504844297"
"North America","10/8/20","8975092","334046","3.7219228504844297"
"North America","10/9/20","8975092","334046","3.7219228504844297"
"North America","10/10/20","8975092","334046","3.7219228504844297"
"North America","10/11/20","9390032","341891","3.6409993064986357"
"North America","10/12/20","9390032","341891","3.6409993064986357"
"North America","10/13/20","9390032","341891","3.6409993064986357"
"North America","10/14/20","9390032","341891","3.6409993064986357"
"North America","10/15/20","9390032","341891","3.6409993064986357"
"North America","10/16/20","9390032","341891","3.6409993064986357"
"North America","10/17/20","9390032","341891","3.6409993064986357"
"North America","10/18/20","9863670","350093","3.5493178502524927"
"North America","10/19/20","9863670","350093","3.5493178502524927"
"North America","10/20/20","9863670","350093","3.5493178502524927"
"North America","10/21/20","9863670","350093","3.5493178502524927"
"North America","10/22/20","9863670","350093","3.5493178502524927"
"North America","10/23/20","9863670","350093","3.5493178502524927"
"North America","10/24/20","9863670","350093","3.5493178502524927"
"North America","10/25/20","10406776","359572","3.4551718995393"
"North America","10/26/20","10406776","359572","3.4551718995393"
"North America","10/27/20","10406776","359572","3.4551718995393"
"North America","10/28/20","10406776","359572","3.4551718995393"
"North America","10/29/20","10406776","359572","3.4551718995393"
"North America","10/30/20","10406776","359572","3.4551718995393"
"North America","10/31/20","10406776","359572","3.4551718995393"
"North America","11/1/20","11060858","369719","3.342588793744572"
"North America","11/2/20","11060858","369719","3.342588793744572"
"North America","11/3/20","11060858","369719","3.342588793744572"
"North America","11/4/20","11060858","369719","3.342588793744572"
"North America","11/6/20","11060858","369719","3.342588793744572"
"North America","11/7/20","11060858","369719","3.342588793744572"
"North America","11/5/20","11060858","369719","3.342588793744572"
"North America","3/8/20","574","19","3.3101045296167246"
"North America","3/14/20","574","19","3.3101045296167246"
"North America","3/13/20","574","19","3.3101045296167246"
"North America","3/12/20","574","19","3.3101045296167246"
"North America","3/11/20","574","19","3.3101045296167246"
"North America","3/10/20","574","19","3.3101045296167246"
"North America","3/9/20","574","19","3.3101045296167246"
"North America","11/8/20","11944349","381199","3.1914589903560255"
"North America","11/9/20","11944349","381199","3.1914589903560255"
"North America","11/10/20","11944349","381199","3.1914589903560255"
"North America","11/11/20","11944349","381199","3.1914589903560255"
"North America","11/12/20","11944349","381199","3.1914589903560255"
"North America","11/13/20","11944349","381199","3.1914589903560255"
"North America","11/14/20","11944349","381199","3.1914589903560255"
"North America","11/15/20","13062133","394403","3.0194379432516882"
"North America","11/16/20","13062133","394403","3.0194379432516882"
"North America","11/17/20","13062133","394403","3.0194379432516882"
"North America","11/18/20","13062133","394403","3.0194379432516882"
"North America","11/19/20","13062133","394403","3.0194379432516882"
"North America","11/20/20","13062133","394403","3.0194379432516882"
"North America","11/21/20","13062133","394403","3.0194379432516882"
"North America","4/6/20","324935","9308","2.864572914582917"
"North America","4/11/20","324935","9308","2.864572914582917"
"North America","4/10/20","324935","9308","2.864572914582917"
"North America","4/9/20","324935","9308","2.864572914582917"
"North America","4/8/20","324935","9308","2.864572914582917"
"North America","4/7/20","324935","9308","2.864572914582917"
"North America","4/5/20","324935","9308","2.864572914582917"
"North America","11/22/20","14351441","409961","2.8565842273260222"
"North America","11/23/20","14351441","409961","2.8565842273260222"
"North America","11/24/20","14351441","409961","2.8565842273260222"
"North America","11/25/20","14351441","409961","2.8565842273260222"
"North America","11/26/20","14351441","409961","2.8565842273260222"
"North America","11/27/20","14351441","409961","2.8565842273260222"
"North America","11/28/20","14351441","409961","2.8565842273260222"
"North America","11/29/20","15646051","427060","2.7295066339742853"
"North America","11/30/20","15646051","427060","2.7295066339742853"
"North America","12/1/20","15646051","427060","2.7295066339742853"
"North America","12/2/20","15646051","427060","2.7295066339742853"
"North America","12/3/20","15646051","427060","2.7295066339742853"
"North America","12/4/20","15646051","427060","2.7295066339742853"
"North America","12/5/20","15646051","427060","2.7295066339742853"
"North America","12/6/20","17076787","447238","2.6189821305377876"
"North America","12/7/20","17076787","447238","2.6189821305377876"
"North America","12/8/20","17076787","447238","2.6189821305377876"
"North America","12/9/20","17076787","447238","2.6189821305377876"
"North America","12/10/20","17076787","447238","2.6189821305377876"
"North America","12/11/20","17076787","447238","2.6189821305377876"
"North America","12/12/20","17076787","447238","2.6189821305377876"
"North America","12/13/20","18711400","471025","2.5173156471455904"
"North America","12/14/20","18711400","471025","2.5173156471455904"
"North America","12/15/20","18711400","471025","2.5173156471455904"
"North America","12/16/20","18711400","471025","2.5173156471455904"
"North America","12/17/20","18711400","471025","2.5173156471455904"
"North America","12/18/20","18711400","471025","2.5173156471455904"
"North America","12/19/20","18711400","471025","2.5173156471455904"
"North America","12/20/20","20400152","496634","2.43446225302635"
"North America","12/21/20","20400152","496634","2.43446225302635"
"North America","12/22/20","20400152","496634","2.43446225302635"
"North America","12/23/20","20400152","496634","2.43446225302635"
"North America","12/24/20","20400152","496634","2.43446225302635"
"North America","12/25/20","20400152","496634","2.43446225302635"
"North America","12/26/20","20400152","496634","2.43446225302635"
"North America","3/14/21","33768933","808799","2.39509788479251"
"North America","3/15/21","33768933","808799","2.39509788479251"
"North America","3/16/21","33768933","808799","2.39509788479251"
"North America","3/17/21","33768933","808799","2.39509788479251"
"North America","3/18/21","33768933","808799","2.39509788479251"
"North America","3/19/21","33768933","808799","2.39509788479251"
"North America","3/20/21","33768933","808799","2.39509788479251"
"North America","3/21/21","34234122","818646","2.391315892371944"
"North America","3/22/21","34234122","818646","2.391315892371944"
"North America","3/23/21","34234122","818646","2.391315892371944"
"North America","3/24/21","34234122","818646","2.391315892371944"
"North America","3/25/21","34234122","818646","2.391315892371944"
"North America","3/26/21","34234122","818646","2.391315892371944"
"North America","3/27/21","34234122","818646","2.391315892371944"
"North America","3/13/21","33297034","796148","2.3910478032367686"
"North America","3/7/21","33297034","796148","2.3910478032367686"
"North America","3/8/21","33297034","796148","2.3910478032367686"
"North America","3/9/21","33297034","796148","2.3910478032367686"
"North America","3/10/21","33297034","796148","2.3910478032367686"
"North America","3/11/21","33297034","796148","2.3910478032367686"
"North America","3/12/21","33297034","796148","2.3910478032367686"
"North America","12/27/20","21915776","522270","2.3830778339767664"
"North America","12/28/20","21915776","522270","2.3830778339767664"
"North America","12/29/20","21915776","522270","2.3830778339767664"
"North America","12/30/20","21915776","522270","2.3830778339767664"
"North America","12/31/20","21915776","522270","2.3830778339767664"
"North America","1/1/21","21915776","522270","2.3830778339767664"
"North America","1/2/21","21915776","522270","2.3830778339767664"
"North America","3/28/21","34745275","827883","2.3827211038047618"
"North America","4/3/21","34745275","827883","2.3827211038047618"
"North America","4/2/21","34745275","827883","2.3827211038047618"
"North America","4/1/21","34745275","827883","2.3827211038047618"
"North America","3/31/21","34745275","827883","2.3827211038047618"
"North America","3/30/21","34745275","827883","2.3827211038047618"
"North America","3/29/21","34745275","827883","2.3827211038047618"
"North America","2/28/21","32785281","780975","2.3820903044875537"
"North America","3/6/21","32785281","780975","2.3820903044875537"
"North America","3/5/21","32785281","780975","2.3820903044875537"
"North America","3/4/21","32785281","780975","2.3820903044875537"
"North America","3/3/21","32785281","780975","2.3820903044875537"
"North America","3/2/21","32785281","780975","2.3820903044875537"
"North America","3/1/21","32785281","780975","2.3820903044875537"
"North America","4/10/21","35286921","836142","2.369552163533905"
"North America","4/4/21","35286921","836142","2.369552163533905"
"North America","4/5/21","35286921","836142","2.369552163533905"
"North America","4/6/21","35286921","836142","2.369552163533905"
"North America","4/7/21","35286921","836142","2.369552163533905"
"North America","4/8/21","35286921","836142","2.369552163533905"
"North America","4/9/21","35286921","836142","2.369552163533905"
"North America","2/27/21","32223586","762198","2.3653419579062365"
"North America","2/21/21","32223586","762198","2.3653419579062365"
"North America","2/22/21","32223586","762198","2.3653419579062365"
"North America","2/23/21","32223586","762198","2.3653419579062365"
"North America","2/24/21","32223586","762198","2.3653419579062365"
"North America","2/25/21","32223586","762198","2.3653419579062365"
"North America","2/26/21","32223586","762198","2.3653419579062365"
"North America","4/17/21","35863930","843886","2.3530215456030614"
"North America","4/16/21","35863930","843886","2.3530215456030614"
"North America","4/15/21","35863930","843886","2.3530215456030614"
"North America","4/14/21","35863930","843886","2.3530215456030614"
"North America","4/13/21","35863930","843886","2.3530215456030614"
"North America","4/12/21","35863930","843886","2.3530215456030614"
"North America","4/11/21","35863930","843886","2.3530215456030614"
"North America","1/5/21","23471101","550113","2.3437886445974563"
"North America","1/3/21","23471101","550113","2.3437886445974563"
"North America","1/4/21","23471101","550113","2.3437886445974563"
"North America","1/6/21","23471101","550113","2.3437886445974563"
"North America","1/7/21","23471101","550113","2.3437886445974563"
"North America","1/8/21","23471101","550113","2.3437886445974563"
"North America","1/9/21","23471101","550113","2.3437886445974563"
"North America","2/20/21","31652514","741338","2.3421141208562455"
"North America","2/15/21","31652514","741338","2.3421141208562455"
"North America","2/16/21","31652514","741338","2.3421141208562455"
"North America","2/14/21","31652514","741338","2.3421141208562455"
"North America","2/17/21","31652514","741338","2.3421141208562455"
"North America","2/18/21","31652514","741338","2.3421141208562455"
"North America","2/19/21","31652514","741338","2.3421141208562455"
"North America","4/18/21","36464372","851677","2.3356414858865526"
"North America","4/19/21","36464372","851677","2.3356414858865526"
"North America","4/20/21","36464372","851677","2.3356414858865526"
"North America","4/21/21","36464372","851677","2.3356414858865526"
"North America","4/22/21","36464372","851677","2.3356414858865526"
"North America","4/23/21","36464372","851677","2.3356414858865526"
"North America","4/24/21","36464372","851677","2.3356414858865526"
"North America","4/28/21","36998014","859082","2.321967876437908"
"North America","4/27/21","36998014","859082","2.321967876437908"
"North America","4/26/21","36998014","859082","2.321967876437908"
"North America","4/25/21","36998014","859082","2.321967876437908"
"North America","5/1/21","36998014","859082","2.321967876437908"
"North America","4/30/21","36998014","859082","2.321967876437908"
"North America","4/29/21","36998014","859082","2.321967876437908"
"North America","5/5/21","37460069","866069","2.3119791904280795"
"North America","5/4/21","37460069","866069","2.3119791904280795"
"North America","5/3/21","37460069","866069","2.3119791904280795"
"North America","5/2/21","37460069","866069","2.3119791904280795"
"North America","5/8/21","37460069","866069","2.3119791904280795"
"North America","5/6/21","37460069","866069","2.3119791904280795"
"North America","5/7/21","37460069","866069","2.3119791904280795"
"North America","2/9/21","30868076","713312","2.310840494237477"
"North America","2/11/21","30868076","713312","2.310840494237477"
"North America","2/7/21","30868076","713312","2.310840494237477"
"North America","2/12/21","30868076","713312","2.310840494237477"
"North America","2/13/21","30868076","713312","2.310840494237477"
"North America","2/8/21","30868076","713312","2.310840494237477"
"North America","2/10/21","30868076","713312","2.310840494237477"
"North America","5/11/21","37870380","872905","2.304980831985314"
"North America","5/10/21","37870380","872905","2.304980831985314"
"North America","5/9/21","37870380","872905","2.304980831985314"
"North America","5/13/21","37870380","872905","2.304980831985314"
"North America","5/12/21","37870380","872905","2.304980831985314"
"North America","5/14/21","37870380","872905","2.304980831985314"
"North America","5/15/21","37870380","872905","2.304980831985314"
"North America","5/22/21","38218478","879264","2.300625367655928"
"North America","5/21/21","38218478","879264","2.300625367655928"
"North America","5/20/21","38218478","879264","2.300625367655928"
"North America","5/19/21","38218478","879264","2.300625367655928"
"North America","5/18/21","38218478","879264","2.300625367655928"
"North America","5/17/21","38218478","879264","2.300625367655928"
"North America","5/16/21","38218478","879264","2.300625367655928"
"North America","6/17/21","39112430","899092","2.29873725564993"
"North America","6/18/21","39112430","899092","2.29873725564993"
"North America","6/19/21","39112430","899092","2.29873725564993"
"North America","6/13/21","39112430","899092","2.29873725564993"
"North America","6/14/21","39112430","899092","2.29873725564993"
"North America","6/15/21","39112430","899092","2.29873725564993"
"North America","6/16/21","39112430","899092","2.29873725564993"
"North America","6/10/21","38928888","894743","2.2984036944492225"
"North America","6/11/21","38928888","894743","2.2984036944492225"
"North America","6/12/21","38928888","894743","2.2984036944492225"
"North America","6/6/21","38928888","894743","2.2984036944492225"
"North America","6/7/21","38928888","894743","2.2984036944492225"
"North America","6/8/21","38928888","894743","2.2984036944492225"
"North America","6/9/21","38928888","894743","2.2984036944492225"
"North America","5/26/21","38504244","884952","2.298323270546488"
"North America","5/28/21","38504244","884952","2.298323270546488"
"North America","5/29/21","38504244","884952","2.298323270546488"
"North America","5/23/21","38504244","884952","2.298323270546488"
"North America","5/24/21","38504244","884952","2.298323270546488"
"North America","5/25/21","38504244","884952","2.298323270546488"
"North America","5/27/21","38504244","884952","2.298323270546488"
"North America","6/2/21","38743995","890343","2.29801547310751"
"North America","6/1/21","38743995","890343","2.29801547310751"
"North America","5/31/21","38743995","890343","2.29801547310751"
"North America","6/5/21","38743995","890343","2.29801547310751"
"North America","5/30/21","38743995","890343","2.29801547310751"
"North America","6/4/21","38743995","890343","2.29801547310751"
"North America","6/3/21","38743995","890343","2.29801547310751"
"North America","6/25/21","39279550","902560","2.2977859980575133"
"North America","6/20/21","39279550","902560","2.2977859980575133"
"North America","6/21/21","39279550","902560","2.2977859980575133"
"North America","6/22/21","39279550","902560","2.2977859980575133"
"North America","6/23/21","39279550","902560","2.2977859980575133"
"North America","6/24/21","39279550","902560","2.2977859980575133"
"North America","6/26/21","39279550","902560","2.2977859980575133"
"North America","6/28/21","39460743","906615","2.2975112252701377"
"North America","6/27/21","39460743","906615","2.2975112252701377"
"North America","7/3/21","39460743","906615","2.2975112252701377"
"North America","7/2/21","39460743","906615","2.2975112252701377"
"North America","7/1/21","39460743","906615","2.2975112252701377"
"North America","6/30/21","39460743","906615","2.2975112252701377"
"North America","6/29/21","39460743","906615","2.2975112252701377"
"North America","7/6/21","39667571","910455","2.295212378897614"
"North America","7/4/21","39667571","910455","2.295212378897614"
"North America","7/10/21","39667571","910455","2.295212378897614"
"North America","7/9/21","39667571","910455","2.295212378897614"
"North America","7/8/21","39667571","910455","2.295212378897614"
"North America","7/7/21","39667571","910455","2.295212378897614"
"North America","7/5/21","39667571","910455","2.295212378897614"
"North America","1/12/21","25356076","581082","2.291687404628382"
"North America","1/16/21","25356076","581082","2.291687404628382"
"North America","1/15/21","25356076","581082","2.291687404628382"
"North America","1/14/21","25356076","581082","2.291687404628382"
"North America","1/13/21","25356076","581082","2.291687404628382"
"North America","1/11/21","25356076","581082","2.291687404628382"
"North America","1/10/21","25356076","581082","2.291687404628382"
"North America","2/6/21","29876978","683181","2.286646929284481"
"North America","2/5/21","29876978","683181","2.286646929284481"
"North America","2/4/21","29876978","683181","2.286646929284481"
"North America","1/31/21","29876978","683181","2.286646929284481"
"North America","2/3/21","29876978","683181","2.286646929284481"
"North America","2/2/21","29876978","683181","2.286646929284481"
"North America","2/1/21","29876978","683181","2.286646929284481"
"North America","7/17/21","40095052","914084","2.2797925290133056"
"North America","7/11/21","40095052","914084","2.2797925290133056"
"North America","7/12/21","40095052","914084","2.2797925290133056"
"North America","7/13/21","40095052","914084","2.2797925290133056"
"North America","7/14/21","40095052","914084","2.2797925290133056"
"North America","7/15/21","40095052","914084","2.2797925290133056"
"North America","7/16/21","40095052","914084","2.2797925290133056"
"North America","7/19/21","40495834","918744","2.268737075522386"
"North America","7/18/21","40495834","918744","2.268737075522386"
"North America","7/24/21","40495834","918744","2.268737075522386"
"North America","7/23/21","40495834","918744","2.268737075522386"
"North America","7/22/21","40495834","918744","2.268737075522386"
"North America","7/21/21","40495834","918744","2.268737075522386"
"North America","7/20/21","40495834","918744","2.268737075522386"
"North America","1/27/21","28636060","649534","2.268238018777723"
"North America","1/24/21","28636060","649534","2.268238018777723"
"North America","1/25/21","28636060","649534","2.268238018777723"
"North America","1/26/21","28636060","649534","2.268238018777723"
"North America","1/28/21","28636060","649534","2.268238018777723"
"North America","1/29/21","28636060","649534","2.268238018777723"
"North America","1/30/21","28636060","649534","2.268238018777723"
"North America","1/17/21","27169649","615082","2.2638569971956577"
"North America","1/23/21","27169649","615082","2.2638569971956577"
"North America","1/22/21","27169649","615082","2.2638569971956577"
"North America","1/21/21","27169649","615082","2.2638569971956577"
"North America","1/20/21","27169649","615082","2.2638569971956577"
"North America","1/19/21","27169649","615082","2.2638569971956577"
"North America","1/18/21","27169649","615082","2.2638569971956577"
"North America","7/26/21","41064718","924202","2.25059867694696"
"North America","7/31/21","41064718","924202","2.25059867694696"
"North America","7/30/21","41064718","924202","2.25059867694696"
"North America","7/29/21","41064718","924202","2.25059867694696"
"North America","7/28/21","41064718","924202","2.25059867694696"
"North America","7/25/21","41064718","924202","2.25059867694696"
"North America","7/27/21","41064718","924202","2.25059867694696"
"North America","8/7/21","41862263","931684","2.225593967531091"
"North America","8/2/21","41862263","931684","2.225593967531091"
"North America","8/3/21","41862263","931684","2.225593967531091"
"North America","8/4/21","41862263","931684","2.225593967531091"
"North America","8/5/21","41862263","931684","2.225593967531091"
"North America","8/6/21","41862263","931684","2.225593967531091"
"North America","8/1/21","41862263","931684","2.225593967531091"
"North America","8/13/21","42874350","942118","2.1973930800117087"
"North America","8/8/21","42874350","942118","2.1973930800117087"
"North America","8/9/21","42874350","942118","2.1973930800117087"
"North America","8/10/21","42874350","942118","2.1973930800117087"
"North America","8/11/21","42874350","942118","2.1973930800117087"
"North America","8/12/21","42874350","942118","2.1973930800117087"
"North America","8/14/21","42874350","942118","2.1973930800117087"
"North America","8/15/21","44049213","954428","2.166731105956422"
"North America","8/21/21","44049213","954428","2.166731105956422"
"North America","8/20/21","44049213","954428","2.166731105956422"
"North America","8/19/21","44049213","954428","2.166731105956422"
"North America","8/18/21","44049213","954428","2.166731105956422"
"North America","8/17/21","44049213","954428","2.166731105956422"
"North America","8/16/21","44049213","954428","2.166731105956422"
"North America","8/22/21","45358228","969856","2.1382140413421795"
"North America","8/28/21","45358228","969856","2.1382140413421795"
"North America","8/27/21","45358228","969856","2.1382140413421795"
"North America","8/26/21","45358228","969856","2.1382140413421795"
"North America","8/25/21","45358228","969856","2.1382140413421795"
"North America","8/24/21","45358228","969856","2.1382140413421795"
"North America","8/23/21","45358228","969856","2.1382140413421795"
"North America","9/4/21","46720228","987667","2.114002953923941"
"North America","8/29/21","46720228","987667","2.114002953923941"
"North America","8/30/21","46720228","987667","2.114002953923941"
"North America","8/31/21","46720228","987667","2.114002953923941"
"North America","9/1/21","46720228","987667","2.114002953923941"
"North America","9/2/21","46720228","987667","2.114002953923941"
"North America","9/3/21","46720228","987667","2.114002953923941"
"North America","9/5/21","48101496","1006531","2.092514960449463"
"North America","9/11/21","48101496","1006531","2.092514960449463"
"North America","9/10/21","48101496","1006531","2.092514960449463"
"North America","9/9/21","48101496","1006531","2.092514960449463"
"North America","9/8/21","48101496","1006531","2.092514960449463"
