"location","date","total_cases","total_deaths","deathpercentage"
"North America","11/20/23","124490259","1630349","1.3096197349866545"
"North America","11/19/23","124490259","1630349","1.3096197349866545"
"North America","12/7/22","117373436","1535994","1.308638523626419"
"North America","12/8/22","117373436","1535994","1.308638523626419"
"North America","12/10/22","117373436","1535994","1.308638523626419"
"North America","12/9/22","117373436","1535994","1.308638523626419"
"North America","12/4/22","117373436","1535994","1.308638523626419"
"North America","12/6/22","117373436","1535994","1.308638523626419"
"North America","12/5/22","117373436","1535994","1.308638523626419"
"North America","11/18/23","124484195","1628800","1.3084391958352626"
"North America","11/17/23","124484195","1628800","1.3084391958352626"
"North America","11/16/23","124484195","1628800","1.3084391958352626"
"North America","11/15/23","124484195","1628800","1.3084391958352626"
"North America","11/14/23","124484195","1628800","1.3084391958352626"
"North America","11/13/23","124484195","1628800","1.3084391958352626"
"North America","11/12/23","124484195","1628800","1.3084391958352626"
"North America","11/6/23","124478978","1627297","1.307286600633884"
"North America","11/5/23","124478978","1627297","1.307286600633884"
"North America","11/7/23","124478978","1627297","1.307286600633884"
"North America","11/8/23","124478978","1627297","1.307286600633884"
"North America","11/9/23","124478978","1627297","1.307286600633884"
"North America","11/10/23","124478978","1627297","1.307286600633884"
"North America","11/11/23","124478978","1627297","1.307286600633884"
"North America","11/1/23","124473907","1625944","1.3062528839879672"
"North America","10/31/23","124473907","1625944","1.3062528839879672"
"North America","10/30/23","124473907","1625944","1.3062528839879672"
"North America","10/29/23","124473907","1625944","1.3062528839879672"
"North America","11/4/23","124473907","1625944","1.3062528839879672"
"North America","11/3/23","124473907","1625944","1.3062528839879672"
"North America","11/2/23","124473907","1625944","1.3062528839879672"
"North America","12/15/22","117910042","1539529","1.3056809868662418"
"North America","12/16/22","117910042","1539529","1.3056809868662418"
"North America","12/17/22","117910042","1539529","1.3056809868662418"
"North America","12/11/22","117910042","1539529","1.3056809868662418"
"North America","12/12/22","117910042","1539529","1.3056809868662418"
"North America","12/13/22","117910042","1539529","1.3056809868662418"
"North America","12/14/22","117910042","1539529","1.3056809868662418"
"North America","10/22/23","124468807","1624534","1.3051735926094319"
"North America","10/28/23","124468807","1624534","1.3051735926094319"
"North America","10/27/23","124468807","1624534","1.3051735926094319"
"North America","10/26/23","124468807","1624534","1.3051735926094319"
"North America","10/25/23","124468807","1624534","1.3051735926094319"
"North America","10/24/23","124468807","1624534","1.3051735926094319"
"North America","10/23/23","124468807","1624534","1.3051735926094319"
"North America","10/18/23","124463699","1623019","1.3040099346557263"
"North America","10/21/23","124463699","1623019","1.3040099346557263"
"North America","10/20/23","124463699","1623019","1.3040099346557263"
"North America","10/15/23","124463699","1623019","1.3040099346557263"
"North America","10/16/23","124463699","1623019","1.3040099346557263"
"North America","10/17/23","124463699","1623019","1.3040099346557263"
"North America","10/19/23","124463699","1623019","1.3040099346557263"
"North America","10/12/23","124459149","1621597","1.3029150633192903"
"North America","10/13/23","124459149","1621597","1.3029150633192903"
"North America","10/14/23","124459149","1621597","1.3029150633192903"
"North America","10/11/23","124459149","1621597","1.3029150633192903"
"North America","10/10/23","124459149","1621597","1.3029150633192903"
"North America","10/9/23","124459149","1621597","1.3029150633192903"
"North America","10/8/23","124459149","1621597","1.3029150633192903"
"North America","12/22/22","118442577","1542668","1.3024606852314604"
"North America","12/23/22","118442577","1542668","1.3024606852314604"
"North America","12/24/22","118442577","1542668","1.3024606852314604"
"North America","12/18/22","118442577","1542668","1.3024606852314604"
"North America","12/19/22","118442577","1542668","1.3024606852314604"
"North America","12/20/22","118442577","1542668","1.3024606852314604"
"North America","12/21/22","118442577","1542668","1.3024606852314604"
"North America","10/7/23","124454108","1620057","1.3017304338399178"
"North America","10/6/23","124454108","1620057","1.3017304338399178"
"North America","10/5/23","124454108","1620057","1.3017304338399178"
"North America","10/4/23","124454108","1620057","1.3017304338399178"
"North America","10/3/23","124454108","1620057","1.3017304338399178"
"North America","10/2/23","124454108","1620057","1.3017304338399178"
"North America","10/1/23","124454108","1620057","1.3017304338399178"
"North America","9/29/23","124447140","1618472","1.3005296867408926"
"North America","9/24/23","124447140","1618472","1.3005296867408926"
"North America","9/25/23","124447140","1618472","1.3005296867408926"
"North America","9/26/23","124447140","1618472","1.3005296867408926"
"North America","9/27/23","124447140","1618472","1.3005296867408926"
"North America","9/28/23","124447140","1618472","1.3005296867408926"
"North America","9/30/23","124447140","1618472","1.3005296867408926"
"North America","9/21/23","124438201","1616945","1.2993959949646008"
"North America","9/23/23","124438201","1616945","1.2993959949646008"
"North America","9/22/23","124438201","1616945","1.2993959949646008"
"North America","9/17/23","124438201","1616945","1.2993959949646008"
"North America","9/18/23","124438201","1616945","1.2993959949646008"
"North America","9/19/23","124438201","1616945","1.2993959949646008"
"North America","9/20/23","124438201","1616945","1.2993959949646008"
"North America","12/29/22","119040382","1546351","1.299013808608242"
"North America","12/30/22","119040382","1546351","1.299013808608242"
"North America","12/31/22","119040382","1546351","1.299013808608242"
"North America","12/25/22","119040382","1546351","1.299013808608242"
"North America","12/26/22","119040382","1546351","1.299013808608242"
"North America","12/27/22","119040382","1546351","1.299013808608242"
"North America","12/28/22","119040382","1546351","1.299013808608242"
"North America","9/14/23","124427711","1615440","1.2982960041754688"
"North America","9/15/23","124427711","1615440","1.2982960041754688"
"North America","9/16/23","124427711","1615440","1.2982960041754688"
"North America","9/10/23","124427711","1615440","1.2982960041754688"
"North America","9/11/23","124427711","1615440","1.2982960041754688"
"North America","9/12/23","124427711","1615440","1.2982960041754688"
"North America","9/13/23","124427711","1615440","1.2982960041754688"
"North America","9/7/23","124415147","1614007","1.2972753229154648"
"North America","9/8/23","124415147","1614007","1.2972753229154648"
"North America","9/9/23","124415147","1614007","1.2972753229154648"
"North America","9/3/23","124415147","1614007","1.2972753229154648"
"North America","9/4/23","124415147","1614007","1.2972753229154648"
"North America","9/5/23","124415147","1614007","1.2972753229154648"
"North America","9/6/23","124415147","1614007","1.2972753229154648"
"North America","1/5/23","119509604","1549477","1.2965292730783375"
"North America","1/6/23","119509604","1549477","1.2965292730783375"
"North America","1/7/23","119509604","1549477","1.2965292730783375"
"North America","1/1/23","119509604","1549477","1.2965292730783375"
"North America","1/2/23","119509604","1549477","1.2965292730783375"
"North America","1/3/23","119509604","1549477","1.2965292730783375"
"North America","1/4/23","119509604","1549477","1.2965292730783375"
"North America","8/30/23","124403495","1612726","1.2963671157309529"
"North America","9/1/23","124403495","1612726","1.2963671157309529"
"North America","9/2/23","124403495","1612726","1.2963671157309529"
"North America","8/27/23","124403495","1612726","1.2963671157309529"
"North America","8/28/23","124403495","1612726","1.2963671157309529"
"North America","8/29/23","124403495","1612726","1.2963671157309529"
"North America","8/31/23","124403495","1612726","1.2963671157309529"
"North America","8/24/23","124393336","1611578","1.2955501088900776"
"North America","8/20/23","124393336","1611578","1.2955501088900776"
"North America","8/21/23","124393336","1611578","1.2955501088900776"
"North America","8/22/23","124393336","1611578","1.2955501088900776"
"North America","8/23/23","124393336","1611578","1.2955501088900776"
"North America","8/25/23","124393336","1611578","1.2955501088900776"
"North America","8/26/23","124393336","1611578","1.2955501088900776"
"North America","8/17/23","124384533","1610591","1.2948482911456525"
"North America","8/19/23","124384533","1610591","1.2948482911456525"
"North America","8/18/23","124384533","1610591","1.2948482911456525"
"North America","8/13/23","124384533","1610591","1.2948482911456525"
"North America","8/14/23","124384533","1610591","1.2948482911456525"
"North America","8/15/23","124384533","1610591","1.2948482911456525"
"North America","8/16/23","124384533","1610591","1.2948482911456525"
"North America","8/10/23","124376760","1609778","1.2942755543720548"
"North America","8/11/23","124376760","1609778","1.2942755543720548"
"North America","8/12/23","124376760","1609778","1.2942755543720548"
"North America","8/9/23","124376760","1609778","1.2942755543720548"
"North America","8/8/23","124376760","1609778","1.2942755543720548"
"North America","8/7/23","124376760","1609778","1.2942755543720548"
"North America","8/6/23","124376760","1609778","1.2942755543720548"
"North America","8/1/23","124370161","1609046","1.293755662180095"
"North America","7/30/23","124370161","1609046","1.293755662180095"
"North America","8/5/23","124370161","1609046","1.293755662180095"
"North America","8/4/23","124370161","1609046","1.293755662180095"
"North America","8/3/23","124370161","1609046","1.293755662180095"
"North America","8/2/23","124370161","1609046","1.293755662180095"
"North America","7/31/23","124370161","1609046","1.293755662180095"
"North America","1/10/23","120053805","1552889","1.2934941962064426"
"North America","1/14/23","120053805","1552889","1.2934941962064426"
"North America","1/13/23","120053805","1552889","1.2934941962064426"
"North America","1/12/23","120053805","1552889","1.2934941962064426"
"North America","1/11/23","120053805","1552889","1.2934941962064426"
"North America","1/9/23","120053805","1552889","1.2934941962064426"
"North America","1/8/23","120053805","1552889","1.2934941962064426"
"North America","7/25/23","124364930","1608429","1.2933139591683926"
"North America","7/23/23","124364930","1608429","1.2933139591683926"
"North America","7/24/23","124364930","1608429","1.2933139591683926"
"North America","7/26/23","124364930","1608429","1.2933139591683926"
"North America","7/27/23","124364930","1608429","1.2933139591683926"
"North America","7/28/23","124364930","1608429","1.2933139591683926"
"North America","7/29/23","124364930","1608429","1.2933139591683926"
"North America","7/16/23","124360019","1607840","1.2928914074868387"
"North America","7/21/23","124360019","1607840","1.2928914074868387"
"North America","7/20/23","124360019","1607840","1.2928914074868387"
"North America","7/22/23","124360019","1607840","1.2928914074868387"
"North America","7/19/23","124360019","1607840","1.2928914074868387"
"North America","7/18/23","124360019","1607840","1.2928914074868387"
"North America","7/17/23","124360019","1607840","1.2928914074868387"
"North America","7/9/23","124355510","1607276","1.2924847479617108"
"North America","7/15/23","124355510","1607276","1.2924847479617108"
"North America","7/14/23","124355510","1607276","1.2924847479617108"
"North America","7/13/23","124355510","1607276","1.2924847479617108"
"North America","7/12/23","124355510","1607276","1.2924847479617108"
"North America","7/11/23","124355510","1607276","1.2924847479617108"
"North America","7/10/23","124355510","1607276","1.2924847479617108"
"North America","1/21/23","120578734","1558043","1.2921374676234367"
"North America","1/20/23","120578734","1558043","1.2921374676234367"
"North America","1/15/23","120578734","1558043","1.2921374676234367"
"North America","1/16/23","120578734","1558043","1.2921374676234367"
"North America","1/17/23","120578734","1558043","1.2921374676234367"
"North America","1/18/23","120578734","1558043","1.2921374676234367"
"North America","1/19/23","120578734","1558043","1.2921374676234367"
"North America","7/6/23","124351291","1606743","1.2920999750617788"
"North America","7/8/23","124351291","1606743","1.2920999750617788"
"North America","7/7/23","124351291","1606743","1.2920999750617788"
"North America","7/5/23","124351291","1606743","1.2920999750617788"
"North America","7/4/23","124351291","1606743","1.2920999750617788"
"North America","7/3/23","124351291","1606743","1.2920999750617788"
"North America","7/2/23","124351291","1606743","1.2920999750617788"
"North America","1/28/23","120948207","1562397","1.291790129637887"
"North America","1/27/23","120948207","1562397","1.291790129637887"
"North America","1/26/23","120948207","1562397","1.291790129637887"
"North America","1/25/23","120948207","1562397","1.291790129637887"
"North America","1/24/23","120948207","1562397","1.291790129637887"
"North America","1/23/23","120948207","1562397","1.291790129637887"
"North America","1/22/23","120948207","1562397","1.291790129637887"
"North America","2/1/23","121297179","1566760","1.29167060018766"
"North America","2/3/23","121297179","1566760","1.29167060018766"
"North America","2/4/23","121297179","1566760","1.29167060018766"
"North America","1/29/23","121297179","1566760","1.29167060018766"
"North America","1/30/23","121297179","1566760","1.29167060018766"
"North America","1/31/23","121297179","1566760","1.29167060018766"
"North America","2/2/23","121297179","1566760","1.29167060018766"
"North America","6/25/23","124346855","1606140","1.2916611361019144"
"North America","7/1/23","124346855","1606140","1.2916611361019144"
"North America","6/30/23","124346855","1606140","1.2916611361019144"
"North America","6/28/23","124346855","1606140","1.2916611361019144"
"North America","6/29/23","124346855","1606140","1.2916611361019144"
"North America","6/27/23","124346855","1606140","1.2916611361019144"
"North America","6/26/23","124346855","1606140","1.2916611361019144"
"North America","2/9/23","121629017","1570758","1.2914336058475255"
"North America","2/8/23","121629017","1570758","1.2914336058475255"
"North America","2/7/23","121629017","1570758","1.2914336058475255"
"North America","2/6/23","121629017","1570758","1.2914336058475255"
"North America","2/5/23","121629017","1570758","1.2914336058475255"
"North America","2/11/23","121629017","1570758","1.2914336058475255"
"North America","2/10/23","121629017","1570758","1.2914336058475255"
"North America","2/16/23","121949928","1574658","1.2912332346764486"
"North America","2/17/23","121949928","1574658","1.2912332346764486"
"North America","2/18/23","121949928","1574658","1.2912332346764486"
"North America","2/15/23","121949928","1574658","1.2912332346764486"
"North America","2/14/23","121949928","1574658","1.2912332346764486"
"North America","2/13/23","121949928","1574658","1.2912332346764486"
"North America","2/12/23","121949928","1574658","1.2912332346764486"
"North America","6/21/23","124341549","1605488","1.291191892743752"
"North America","6/24/23","124341549","1605488","1.291191892743752"
"North America","6/23/23","124341549","1605488","1.291191892743752"
"North America","6/22/23","124341549","1605488","1.291191892743752"
"North America","6/20/23","124341549","1605488","1.291191892743752"
"North America","6/19/23","124341549","1605488","1.291191892743752"
"North America","6/18/23","124341549","1605488","1.291191892743752"
"North America","2/19/23","122247266","1577976","1.2908067817238547"
"North America","2/20/23","122247266","1577976","1.2908067817238547"
"North America","2/21/23","122247266","1577976","1.2908067817238547"
"North America","2/22/23","122247266","1577976","1.2908067817238547"
"North America","2/23/23","122247266","1577976","1.2908067817238547"
"North America","2/25/23","122247266","1577976","1.2908067817238547"
"North America","2/24/23","122247266","1577976","1.2908067817238547"
"North America","6/16/23","124336822","1604809","1.2906948836121934"
"North America","6/15/23","124336822","1604809","1.2906948836121934"
"North America","6/17/23","124336822","1604809","1.2906948836121934"
"North America","6/14/23","124336822","1604809","1.2906948836121934"
"North America","6/13/23","124336822","1604809","1.2906948836121934"
"North America","6/12/23","124336822","1604809","1.2906948836121934"
"North America","6/11/23","124336822","1604809","1.2906948836121934"
"North America","6/8/23","124331586","1604101","1.2901797938940471"
"North America","6/10/23","124331586","1604101","1.2901797938940471"
"North America","6/9/23","124331586","1604101","1.2901797938940471"
"North America","6/4/23","124331586","1604101","1.2901797938940471"
"North America","6/5/23","124331586","1604101","1.2901797938940471"
"North America","6/6/23","124331586","1604101","1.2901797938940471"
"North America","6/7/23","124331586","1604101","1.2901797938940471"
"North America","3/4/23","122556504","1580673","1.2897503995381592"
"North America","2/26/23","122556504","1580673","1.2897503995381592"
"North America","2/27/23","122556504","1580673","1.2897503995381592"
"North America","2/28/23","122556504","1580673","1.2897503995381592"
"North America","3/1/23","122556504","1580673","1.2897503995381592"
"North America","3/2/23","122556504","1580673","1.2897503995381592"
"North America","3/3/23","122556504","1580673","1.2897503995381592"
"North America","6/1/23","124322176","1603323","1.2896516547458114"
"North America","5/31/23","124322176","1603323","1.2896516547458114"
"North America","5/30/23","124322176","1603323","1.2896516547458114"
"North America","5/29/23","124322176","1603323","1.2896516547458114"
"North America","6/2/23","124322176","1603323","1.2896516547458114"
"North America","5/28/23","124322176","1603323","1.2896516547458114"
"North America","6/3/23","124322176","1603323","1.2896516547458114"
"North America","5/21/23","124307304","1602492","1.2891374428006257"
"North America","5/24/23","124307304","1602492","1.2891374428006257"
"North America","5/23/23","124307304","1602492","1.2891374428006257"
"North America","5/22/23","124307304","1602492","1.2891374428006257"
"North America","5/25/23","124307304","1602492","1.2891374428006257"
"North America","5/27/23","124307304","1602492","1.2891374428006257"
"North America","5/26/23","124307304","1602492","1.2891374428006257"
"North America","3/5/23","122825269","1583211","1.288994530921809"
"North America","3/6/23","122825269","1583211","1.288994530921809"
"North America","3/7/23","122825269","1583211","1.288994530921809"
"North America","3/8/23","122825269","1583211","1.288994530921809"
"North America","3/9/23","122825269","1583211","1.288994530921809"
"North America","3/11/23","122825269","1583211","1.288994530921809"
"North America","3/10/23","122825269","1583211","1.288994530921809"
"North America","5/16/23","124290852","1601618","1.2886048926593567"
"North America","5/17/23","124290852","1601618","1.2886048926593567"
"North America","5/18/23","124290852","1601618","1.2886048926593567"
"North America","5/19/23","124290852","1601618","1.2886048926593567"
"North America","5/20/23","124290852","1601618","1.2886048926593567"
"North America","5/14/23","124290852","1601618","1.2886048926593567"
"North America","5/15/23","124290852","1601618","1.2886048926593567"
"North America","3/12/23","123035966","1585418","1.2885809341310817"
"North America","3/13/23","123035966","1585418","1.2885809341310817"
"North America","3/14/23","123035966","1585418","1.2885809341310817"
"North America","3/15/23","123035966","1585418","1.2885809341310817"
"North America","3/16/23","123035966","1585418","1.2885809341310817"
"North America","3/17/23","123035966","1585418","1.2885809341310817"
"North America","3/18/23","123035966","1585418","1.2885809341310817"
"North America","3/19/23","123201072","1587468","1.2885180089991426"
"North America","3/20/23","123201072","1587468","1.2885180089991426"
"North America","3/21/23","123201072","1587468","1.2885180089991426"
"North America","3/24/23","123201072","1587468","1.2885180089991426"
"North America","3/25/23","123201072","1587468","1.2885180089991426"
"North America","3/23/23","123201072","1587468","1.2885180089991426"
"North America","3/22/23","123201072","1587468","1.2885180089991426"
"North America","3/31/23","123388193","1589859","1.2885017288485618"
"North America","4/1/23","123388193","1589859","1.2885017288485618"
"North America","3/30/23","123388193","1589859","1.2885017288485618"
"North America","3/29/23","123388193","1589859","1.2885017288485618"
"North America","3/28/23","123388193","1589859","1.2885017288485618"
"North America","3/27/23","123388193","1589859","1.2885017288485618"
"North America","3/26/23","123388193","1589859","1.2885017288485618"
"North America","4/9/23","123718648","1593835","1.2882738582788262"
"North America","4/15/23","123718648","1593835","1.2882738582788262"
"North America","4/14/23","123718648","1593835","1.2882738582788262"
"North America","4/13/23","123718648","1593835","1.2882738582788262"
"North America","4/12/23","123718648","1593835","1.2882738582788262"
"North America","4/11/23","123718648","1593835","1.2882738582788262"
"North America","4/10/23","123718648","1593835","1.2882738582788262"
"North America","4/22/23","123847056","1595387","1.2881912994362983"
"North America","4/16/23","123847056","1595387","1.2881912994362983"
"North America","4/17/23","123847056","1595387","1.2881912994362983"
"North America","4/18/23","123847056","1595387","1.2881912994362983"
"North America","4/19/23","123847056","1595387","1.2881912994362983"
"North America","4/20/23","123847056","1595387","1.2881912994362983"
"North America","4/21/23","123847056","1595387","1.2881912994362983"
"North America","5/7/23","124175575","1599487","1.2880850360467428"
"North America","5/8/23","124175575","1599487","1.2880850360467428"
"North America","5/9/23","124175575","1599487","1.2880850360467428"
"North America","5/10/23","124175575","1599487","1.2880850360467428"
"North America","5/11/23","124175575","1599487","1.2880850360467428"
"North America","5/12/23","124175575","1599487","1.2880850360467428"
"North America","5/13/23","124175575","1599487","1.2880850360467428"
"North America","4/23/23","123968546","1596814","1.2880799618316083"
"North America","4/29/23","123968546","1596814","1.2880799618316083"
"North America","4/28/23","123968546","1596814","1.2880799618316083"
"North America","4/27/23","123968546","1596814","1.2880799618316083"
"North America","4/26/23","123968546","1596814","1.2880799618316083"
"North America","4/25/23","123968546","1596814","1.2880799618316083"
"North America","4/24/23","123968546","1596814","1.2880799618316083"
"North America","5/6/23","124077080","1598111","1.2879985570260035"
"North America","4/30/23","124077080","1598111","1.2879985570260035"
"North America","5/1/23","124077080","1598111","1.2879985570260035"
"North America","5/2/23","124077080","1598111","1.2879985570260035"
"North America","5/3/23","124077080","1598111","1.2879985570260035"
"North America","5/4/23","124077080","1598111","1.2879985570260035"
"North America","5/5/23","124077080","1598111","1.2879985570260035"
"North America","4/8/23","123597534","1591867","1.2879439811477145"
"North America","4/7/23","123597534","1591867","1.2879439811477145"
"North America","4/6/23","123597534","1591867","1.2879439811477145"
"North America","4/5/23","123597534","1591867","1.2879439811477145"
"North America","4/4/23","123597534","1591867","1.2879439811477145"
"North America","4/3/23","123597534","1591867","1.2879439811477145"
"North America","4/2/23","123597534","1591867","1.2879439811477145"
"North America","3/26/20","33857","403","1.1903003810142658"
"North America","3/28/20","33857","403","1.1903003810142658"
"North America","3/27/20","33857","403","1.1903003810142658"
"North America","3/25/20","33857","403","1.1903003810142658"
"North America","3/24/20","33857","403","1.1903003810142658"
"North America","3/23/20","33857","403","1.1903003810142658"
"North America","3/22/20","33857","403","1.1903003810142658"
"North America","3/3/20","94","1","1.0638297872340425"
"North America","3/7/20","94","1","1.0638297872340425"
"North America","3/6/20","94","1","1.0638297872340425"
"North America","3/2/20","94","1","1.0638297872340425"
"North America","3/1/20","94","1","1.0638297872340425"
"North America","3/5/20","94","1","1.0638297872340425"
"North America","3/4/20","94","1","1.0638297872340425"
