"location","date","population","total_cases","percentpopulationinfected"
"North America","7/20/20","600323657","4446629","0.7407052759208521"
"North America","7/21/20","600323657","4446629","0.7407052759208521"
"North America","7/22/20","600323657","4446629","0.7407052759208521"
"North America","7/23/20","600323657","4446629","0.7407052759208521"
"North America","7/24/20","600323657","4446629","0.7407052759208521"
"North America","7/25/20","600323657","4446629","0.7407052759208521"
"North America","7/26/20","600323657","5009831","0.8345216687004556"
"North America","7/27/20","600323657","5009831","0.8345216687004556"
"North America","7/28/20","600323657","5009831","0.8345216687004556"
"North America","7/29/20","600323657","5009831","0.8345216687004556"
"North America","7/30/20","600323657","5009831","0.8345216687004556"
"North America","7/31/20","600323657","5009831","0.8345216687004556"
"North America","8/1/20","600323657","5009831","0.8345216687004556"
"North America","8/2/20","600323657","5528321","0.9208900791327637"
"North America","8/3/20","600323657","5528321","0.9208900791327637"
"North America","8/4/20","600323657","5528321","0.9208900791327637"
"North America","8/5/20","600323657","5528321","0.9208900791327637"
"North America","8/6/20","600323657","5528321","0.9208900791327637"
"North America","8/7/20","600323657","5528321","0.9208900791327637"
"North America","8/8/20","600323657","5528321","0.9208900791327637"
"North America","8/9/20","600323657","5984605","0.9968964124963677"
"North America","8/10/20","600323657","5984605","0.9968964124963677"
"North America","8/11/20","600323657","5984605","0.9968964124963677"
"North America","8/12/20","600323657","5984605","0.9968964124963677"
"North America","8/13/20","600323657","5984605","0.9968964124963677"
"North America","8/14/20","600323657","5984605","0.9968964124963677"
"North America","8/15/20","600323657","5984605","0.9968964124963677"
"North America","8/16/20","600323657","6424748","1.0702140295630562"
"North America","8/17/20","600323657","6424748","1.0702140295630562"
"North America","8/18/20","600323657","6424748","1.0702140295630562"
"North America","8/19/20","600323657","6424748","1.0702140295630562"
"North America","8/20/20","600323657","6424748","1.0702140295630562"
"North America","8/21/20","600323657","6424748","1.0702140295630562"
"North America","8/22/20","600323657","6424748","1.0702140295630562"
"North America","8/23/20","600323657","6813162","1.1349147948037637"
"North America","8/24/20","600323657","6813162","1.1349147948037637"
"North America","8/25/20","600323657","6813162","1.1349147948037637"
"North America","8/26/20","600323657","6813162","1.1349147948037637"
"North America","8/27/20","600323657","6813162","1.1349147948037637"
"North America","8/28/20","600323657","6813162","1.1349147948037637"
"North America","8/29/20","600323657","6813162","1.1349147948037637"
"North America","8/30/20","600323657","7183903","1.1966716480739987"
"North America","8/31/20","600323657","7183903","1.1966716480739987"
"North America","9/1/20","600323657","7183903","1.1966716480739987"
"North America","9/2/20","600323657","7183903","1.1966716480739987"
"North America","9/3/20","600323657","7183903","1.1966716480739987"
"North America","9/4/20","600323657","7183903","1.1966716480739987"
"North America","9/5/20","600323657","7183903","1.1966716480739987"
"North America","9/6/20","600323657","7554476","1.2584005164400842"
"North America","9/7/20","600323657","7554476","1.2584005164400842"
"North America","9/8/20","600323657","7554476","1.2584005164400842"
"North America","9/9/20","600323657","7554476","1.2584005164400842"
"North America","9/10/20","600323657","7554476","1.2584005164400842"
"North America","9/11/20","600323657","7554476","1.2584005164400842"
"North America","9/12/20","600323657","7554476","1.2584005164400842"
"North America","9/13/20","600323657","7871959","1.3112858219412131"
"North America","9/14/20","600323657","7871959","1.3112858219412131"
"North America","9/15/20","600323657","7871959","1.3112858219412131"
"North America","9/16/20","600323657","7871959","1.3112858219412131"
"North America","9/17/20","600323657","7871959","1.3112858219412131"
"North America","9/18/20","600323657","7871959","1.3112858219412131"
"North America","9/19/20","600323657","7871959","1.3112858219412131"
"North America","9/20/20","600323657","8222214","1.3696301826732775"
"North America","9/21/20","600323657","8222214","1.3696301826732775"
"North America","9/22/20","600323657","8222214","1.3696301826732775"
"North America","9/23/20","600323657","8222214","1.3696301826732775"
"North America","9/24/20","600323657","8222214","1.3696301826732775"
"North America","9/25/20","600323657","8222214","1.3696301826732775"
"North America","9/26/20","600323657","8222214","1.3696301826732775"
"North America","9/27/20","600323657","8601613","1.4328292579680897"
"North America","9/28/20","600323657","8601613","1.4328292579680897"
"North America","9/29/20","600323657","8601613","1.4328292579680897"
"North America","9/30/20","600323657","8601613","1.4328292579680897"
"North America","10/1/20","600323657","8601613","1.4328292579680897"
"North America","10/2/20","600323657","8601613","1.4328292579680897"
"North America","10/3/20","600323657","8601613","1.4328292579680897"
"North America","10/4/20","600323657","8975092","1.4950421985452425"
"North America","10/5/20","600323657","8975092","1.4950421985452425"
"North America","10/6/20","600323657","8975092","1.4950421985452425"
"North America","10/7/20","600323657","8975092","1.4950421985452425"
"North America","10/8/20","600323657","8975092","1.4950421985452425"
"North America","10/9/20","600323657","8975092","1.4950421985452425"
"North America","10/10/20","600323657","8975092","1.4950421985452425"
"North America","10/11/20","600323657","9390032","1.56416158025903"
"North America","10/12/20","600323657","9390032","1.56416158025903"
"North America","10/13/20","600323657","9390032","1.56416158025903"
"North America","10/14/20","600323657","9390032","1.56416158025903"
"North America","10/15/20","600323657","9390032","1.56416158025903"
"North America","10/16/20","600323657","9390032","1.56416158025903"
"North America","10/17/20","600323657","9390032","1.56416158025903"
"North America","10/18/20","600323657","9863670","1.6430586875905842"
"North America","10/19/20","600323657","9863670","1.6430586875905842"
"North America","10/20/20","600323657","9863670","1.6430586875905842"
"North America","10/21/20","600323657","9863670","1.6430586875905842"
"North America","10/22/20","600323657","9863670","1.6430586875905842"
"North America","10/23/20","600323657","9863670","1.6430586875905842"
"North America","10/24/20","600323657","9863670","1.6430586875905842"
"North America","10/25/20","600323657","10406776","1.733527552788079"
"North America","10/26/20","600323657","10406776","1.733527552788079"
"North America","10/27/20","600323657","10406776","1.733527552788079"
"North America","10/28/20","600323657","10406776","1.733527552788079"
"North America","10/29/20","600323657","10406776","1.733527552788079"
"North America","10/30/20","600323657","10406776","1.733527552788079"
"North America","10/31/20","600323657","10406776","1.733527552788079"
"North America","11/1/20","600323657","11060858","1.8424824460982387"
"North America","11/2/20","600323657","11060858","1.8424824460982387"
"North America","11/3/20","600323657","11060858","1.8424824460982387"
"North America","11/4/20","600323657","11060858","1.8424824460982387"
"North America","11/5/20","600323657","11060858","1.8424824460982387"
"North America","11/6/20","600323657","11060858","1.8424824460982387"
"North America","11/7/20","600323657","11060858","1.8424824460982387"
"North America","11/8/20","600323657","11944349","1.9896515589089971"
"North America","11/9/20","600323657","11944349","1.9896515589089971"
"North America","11/10/20","600323657","11944349","1.9896515589089971"
"North America","11/11/20","600323657","11944349","1.9896515589089971"
"North America","11/12/20","600323657","11944349","1.9896515589089971"
"North America","11/13/20","600323657","11944349","1.9896515589089971"
"North America","11/14/20","600323657","11944349","1.9896515589089971"
"North America","11/15/20","600323657","13062133","2.175848452362423"
"North America","11/16/20","600323657","13062133","2.175848452362423"
"North America","11/17/20","600323657","13062133","2.175848452362423"
"North America","11/18/20","600323657","13062133","2.175848452362423"
"North America","11/19/20","600323657","13062133","2.175848452362423"
"North America","11/20/20","600323657","13062133","2.175848452362423"
"North America","11/21/20","600323657","13062133","2.175848452362423"
"North America","11/22/20","600323657","14351441","2.390617266645549"
"North America","11/23/20","600323657","14351441","2.390617266645549"
"North America","11/24/20","600323657","14351441","2.390617266645549"
"North America","11/25/20","600323657","14351441","2.390617266645549"
"North America","11/26/20","600323657","14351441","2.390617266645549"
"North America","11/27/20","600323657","14351441","2.390617266645549"
"North America","11/28/20","600323657","14351441","2.390617266645549"
"North America","11/29/20","600323657","15646051","2.6062692711774975"
"North America","11/30/20","600323657","15646051","2.6062692711774975"
"North America","12/1/20","600323657","15646051","2.6062692711774975"
"North America","12/2/20","600323657","15646051","2.6062692711774975"
"North America","12/3/20","600323657","15646051","2.6062692711774975"
"North America","12/4/20","600323657","15646051","2.6062692711774975"
"North America","12/5/20","600323657","15646051","2.6062692711774975"
"North America","12/6/20","600323657","17076787","2.8445967106040597"
"North America","12/7/20","600323657","17076787","2.8445967106040597"
"North America","12/8/20","600323657","17076787","2.8445967106040597"
"North America","12/9/20","600323657","17076787","2.8445967106040597"
"North America","12/10/20","600323657","17076787","2.8445967106040597"
"North America","12/11/20","600323657","17076787","2.8445967106040597"
"North America","12/12/20","600323657","17076787","2.8445967106040597"
"North America","12/13/20","600323657","18711400","3.1168853304076936"
"North America","12/14/20","600323657","18711400","3.1168853304076936"
"North America","12/15/20","600323657","18711400","3.1168853304076936"
"North America","12/16/20","600323657","18711400","3.1168853304076936"
"North America","12/17/20","600323657","18711400","3.1168853304076936"
"North America","12/18/20","600323657","18711400","3.1168853304076936"
"North America","12/19/20","600323657","18711400","3.1168853304076936"
"North America","12/20/20","600323657","20400152","3.3981922521504093"
"North America","12/21/20","600323657","20400152","3.3981922521504093"
"North America","12/22/20","600323657","20400152","3.3981922521504093"
"North America","12/23/20","600323657","20400152","3.3981922521504093"
"North America","12/24/20","600323657","20400152","3.3981922521504093"
"North America","12/25/20","600323657","20400152","3.3981922521504093"
"North America","12/26/20","600323657","20400152","3.3981922521504093"
"North America","12/27/20","600323657","21915776","3.6506600638595192"
"North America","12/28/20","600323657","21915776","3.6506600638595192"
"North America","12/29/20","600323657","21915776","3.6506600638595192"
"North America","12/30/20","600323657","21915776","3.6506600638595192"
"North America","12/31/20","600323657","21915776","3.6506600638595192"
"North America","1/1/21","600323657","21915776","3.6506600638595192"
"North America","1/2/21","600323657","21915776","3.6506600638595192"
"North America","1/3/21","600323657","23471101","3.9097411415189325"
"North America","1/4/21","600323657","23471101","3.9097411415189325"
"North America","1/5/21","600323657","23471101","3.9097411415189325"
"North America","1/6/21","600323657","23471101","3.9097411415189325"
"North America","1/7/21","600323657","23471101","3.9097411415189325"
"North America","1/8/21","600323657","23471101","3.9097411415189325"
"North America","1/9/21","600323657","23471101","3.9097411415189325"
"North America","1/10/21","600323657","25356076","4.2237342647317995"
"North America","1/11/21","600323657","25356076","4.2237342647317995"
"North America","1/12/21","600323657","25356076","4.2237342647317995"
"North America","1/13/21","600323657","25356076","4.2237342647317995"
"North America","1/14/21","600323657","25356076","4.2237342647317995"
"North America","1/15/21","600323657","25356076","4.2237342647317995"
"North America","1/16/21","600323657","25356076","4.2237342647317995"
"North America","1/17/21","600323657","27169649","4.525833470527382"
"North America","1/18/21","600323657","27169649","4.525833470527382"
"North America","1/19/21","600323657","27169649","4.525833470527382"
"North America","1/20/21","600323657","27169649","4.525833470527382"
"North America","1/21/21","600323657","27169649","4.525833470527382"
"North America","1/22/21","600323657","27169649","4.525833470527382"
"North America","1/23/21","600323657","27169649","4.525833470527382"
"North America","1/24/21","600323657","28636060","4.770103537665516"
"North America","1/25/21","600323657","28636060","4.770103537665516"
"North America","1/26/21","600323657","28636060","4.770103537665516"
"North America","1/27/21","600323657","28636060","4.770103537665516"
"North America","1/28/21","600323657","28636060","4.770103537665516"
"North America","1/29/21","600323657","28636060","4.770103537665516"
"North America","1/30/21","600323657","28636060","4.770103537665516"
"North America","1/31/21","600323657","29876978","4.976811700092639"
"North America","2/1/21","600323657","29876978","4.976811700092639"
"North America","2/2/21","600323657","29876978","4.976811700092639"
"North America","2/3/21","600323657","29876978","4.976811700092639"
"North America","2/4/21","600323657","29876978","4.976811700092639"
"North America","2/5/21","600323657","29876978","4.976811700092639"
"North America","2/6/21","600323657","29876978","4.976811700092639"
"North America","2/7/21","600323657","30868076","5.141905643741772"
"North America","2/8/21","600323657","30868076","5.141905643741772"
"North America","2/9/21","600323657","30868076","5.141905643741772"
"North America","2/10/21","600323657","30868076","5.141905643741772"
"North America","2/11/21","600323657","30868076","5.141905643741772"
"North America","2/12/21","600323657","30868076","5.141905643741772"
"North America","2/13/21","600323657","30868076","5.141905643741772"
"North America","2/14/21","600323657","31652514","5.272574823750449"
"North America","2/15/21","600323657","31652514","5.272574823750449"
"North America","2/16/21","600323657","31652514","5.272574823750449"
"North America","2/17/21","600323657","31652514","5.272574823750449"
"North America","2/18/21","600323657","31652514","5.272574823750449"
"North America","2/19/21","600323657","31652514","5.272574823750449"
"North America","2/20/21","600323657","31652514","5.272574823750449"
"North America","2/21/21","600323657","32223586","5.367702176028022"
"North America","2/22/21","600323657","32223586","5.367702176028022"
"North America","2/23/21","600323657","32223586","5.367702176028022"
"North America","2/24/21","600323657","32223586","5.367702176028022"
"North America","2/25/21","600323657","32223586","5.367702176028022"
"North America","2/26/21","600323657","32223586","5.367702176028022"
"North America","2/27/21","600323657","32223586","5.367702176028022"
"North America","2/28/21","600323657","32785281","5.461267537554329"
"North America","3/1/21","600323657","32785281","5.461267537554329"
"North America","3/2/21","600323657","32785281","5.461267537554329"
"North America","3/3/21","600323657","32785281","5.461267537554329"
"North America","3/4/21","600323657","32785281","5.461267537554329"
"North America","3/5/21","600323657","32785281","5.461267537554329"
"North America","3/6/21","600323657","32785281","5.461267537554329"
"North America","3/7/21","600323657","33297034","5.546513720014869"
"North America","3/8/21","600323657","33297034","5.546513720014869"
"North America","3/9/21","600323657","33297034","5.546513720014869"
"North America","3/10/21","600323657","33297034","5.546513720014869"
"North America","3/11/21","600323657","33297034","5.546513720014869"
"North America","3/12/21","600323657","33297034","5.546513720014869"
"North America","3/13/21","600323657","33297034","5.546513720014869"
"North America","3/14/21","600323657","33768933","5.62512115027311"
"North America","3/15/21","600323657","33768933","5.62512115027311"
"North America","3/16/21","600323657","33768933","5.62512115027311"
"North America","3/17/21","600323657","33768933","5.62512115027311"
"North America","3/18/21","600323657","33768933","5.62512115027311"
"North America","3/19/21","600323657","33768933","5.62512115027311"
"North America","3/20/21","600323657","33768933","5.62512115027311"
"North America","3/21/21","600323657","34234122","5.702610850133464"
"North America","3/22/21","600323657","34234122","5.702610850133464"
"North America","3/23/21","600323657","34234122","5.702610850133464"
"North America","3/24/21","600323657","34234122","5.702610850133464"
"North America","3/25/21","600323657","34234122","5.702610850133464"
"North America","3/26/21","600323657","34234122","5.702610850133464"
"North America","3/27/21","600323657","34234122","5.702610850133464"
"North America","3/28/21","600323657","34745275","5.787757086507753"
"North America","3/29/21","600323657","34745275","5.787757086507753"
"North America","3/30/21","600323657","34745275","5.787757086507753"
"North America","3/31/21","600323657","34745275","5.787757086507753"
"North America","4/1/21","600323657","34745275","5.787757086507753"
"North America","4/2/21","600323657","34745275","5.787757086507753"
"North America","4/3/21","600323657","34745275","5.787757086507753"
"North America","4/4/21","600323657","35286921","5.877982749562042"
"North America","4/5/21","600323657","35286921","5.877982749562042"
"North America","4/6/21","600323657","35286921","5.877982749562042"
"North America","4/7/21","600323657","35286921","5.877982749562042"
"North America","4/8/21","600323657","35286921","5.877982749562042"
"North America","4/9/21","600323657","35286921","5.877982749562042"
"North America","4/10/21","600323657","35286921","5.877982749562042"
"North America","4/11/21","600323657","35863930","5.974099068363051"
"North America","4/12/21","600323657","35863930","5.974099068363051"
"North America","4/13/21","600323657","35863930","5.974099068363051"
"North America","4/14/21","600323657","35863930","5.974099068363051"
"North America","4/15/21","600323657","35863930","5.974099068363051"
"North America","4/16/21","600323657","35863930","5.974099068363051"
"North America","4/17/21","600323657","35863930","5.974099068363051"
"North America","4/18/21","600323657","36464372","6.074118781562526"
"North America","4/19/21","600323657","36464372","6.074118781562526"
"North America","4/20/21","600323657","36464372","6.074118781562526"
"North America","4/21/21","600323657","36464372","6.074118781562526"
"North America","4/22/21","600323657","36464372","6.074118781562526"
"North America","4/23/21","600323657","36464372","6.074118781562526"
"North America","4/24/21","600323657","36464372","6.074118781562526"
"North America","4/25/21","600323657","36998014","6.1630111638262495"
"North America","4/26/21","600323657","36998014","6.1630111638262495"
"North America","4/27/21","600323657","36998014","6.1630111638262495"
"North America","4/28/21","600323657","36998014","6.1630111638262495"
"North America","4/29/21","600323657","36998014","6.1630111638262495"
"North America","4/30/21","600323657","36998014","6.1630111638262495"
"North America","5/1/21","600323657","36998014","6.1630111638262495"
"North America","5/2/21","600323657","37460069","6.239978811962761"
"North America","5/3/21","600323657","37460069","6.239978811962761"
"North America","5/4/21","600323657","37460069","6.239978811962761"
"North America","5/5/21","600323657","37460069","6.239978811962761"
"North America","5/6/21","600323657","37460069","6.239978811962761"
"North America","5/7/21","600323657","37460069","6.239978811962761"
"North America","5/8/21","600323657","37460069","6.239978811962761"
"North America","5/9/21","600323657","37870380","6.3083271096211355"
"North America","5/10/21","600323657","37870380","6.3083271096211355"
"North America","5/11/21","600323657","37870380","6.3083271096211355"
"North America","5/12/21","600323657","37870380","6.3083271096211355"
"North America","5/13/21","600323657","37870380","6.3083271096211355"
"North America","5/14/21","600323657","37870380","6.3083271096211355"
"North America","5/15/21","600323657","37870380","6.3083271096211355"
"North America","5/16/21","600323657","38218478","6.3663121641731335"
"North America","5/17/21","600323657","38218478","6.3663121641731335"
"North America","5/18/21","600323657","38218478","6.3663121641731335"
"North America","5/19/21","600323657","38218478","6.3663121641731335"
"North America","5/20/21","600323657","38218478","6.3663121641731335"
"North America","5/21/21","600323657","38218478","6.3663121641731335"
"North America","5/22/21","600323657","38218478","6.3663121641731335"
"North America","5/23/21","600323657","38504244","6.4139141529783155"
"North America","5/24/21","600323657","38504244","6.4139141529783155"
"North America","5/25/21","600323657","38504244","6.4139141529783155"
"North America","5/26/21","600323657","38504244","6.4139141529783155"
"North America","5/27/21","600323657","38504244","6.4139141529783155"
"North America","5/28/21","600323657","38504244","6.4139141529783155"
"North America","5/29/21","600323657","38504244","6.4139141529783155"
"North America","5/30/21","600323657","38743995","6.453851109852231"
"North America","5/31/21","600323657","38743995","6.453851109852231"
"North America","6/1/21","600323657","38743995","6.453851109852231"
"North America","6/2/21","600323657","38743995","6.453851109852231"
"North America","6/3/21","600323657","38743995","6.453851109852231"
"North America","6/4/21","600323657","38743995","6.453851109852231"
"North America","6/5/21","600323657","38743995","6.453851109852231"
"North America","6/6/21","600323657","38928888","6.484649996060375"
"North America","6/7/21","600323657","38928888","6.484649996060375"
"North America","6/8/21","600323657","38928888","6.484649996060375"
"North America","6/9/21","600323657","38928888","6.484649996060375"
"North America","6/10/21","600323657","38928888","6.484649996060375"
"North America","6/11/21","600323657","38928888","6.484649996060375"
"North America","6/12/21","600323657","38928888","6.484649996060375"
"North America","6/13/21","600323657","39112430","6.515223836997648"
"North America","6/14/21","600323657","39112430","6.515223836997648"
"North America","6/15/21","600323657","39112430","6.515223836997648"
"North America","6/16/21","600323657","39112430","6.515223836997648"
"North America","6/17/21","600323657","39112430","6.515223836997648"
"North America","6/18/21","600323657","39112430","6.515223836997648"
"North America","6/19/21","600323657","39112430","6.515223836997648"
"North America","6/20/21","600323657","39279550","6.543062153554279"
"North America","6/21/21","600323657","39279550","6.543062153554279"
"North America","6/22/21","600323657","39279550","6.543062153554279"
